#STARTTIME            STOPTIME             OBSID          X1     X2     Y1     Y2
2013-07-17 23:31:07  2013-07-18 00:31:07  4204000005    234    468   -381   -199
2013-07-18 09:01:07  2013-07-18 09:13:07  4204000003   -609   -375    209    391
2013-07-18 09:15:54  2013-07-18 10:55:53  4202100002   -578   -405    210    392
2013-07-18 10:58:07  2013-07-18 11:22:07  4204000005   -609   -375    209    391
2013-07-18 12:01:07  2013-07-18 12:25:07  4204000005   -609   -375    209    391
2013-07-18 13:11:07  2013-07-18 13:35:07  4204000005   -609   -375    209    391
2013-07-18 14:24:08  2013-07-18 14:48:07  4204000005   -609   -375    209    391
2013-07-18 16:36:07  2013-07-18 16:42:07  4204000003  -1045   -811    -74    108
2013-07-18 17:46:07  2013-07-18 17:58:07  4204000005    -80    154  -1037   -855
2013-07-18 18:23:07  2013-07-18 18:29:07  4204000003    -80    154  -1037   -855
2013-07-18 19:30:08  2013-07-18 19:42:07  4204000003    -80    154  -1037   -855
2013-07-18 21:16:08  2013-07-18 21:28:07  4204000003  -1008   -774   -260    -78
2013-07-18 21:30:14  2013-07-18 21:42:13  4191006128   -971   -812   -233   -105
2013-07-18 22:29:13  2013-07-18 23:19:12  4203300002   -978   -804   -260    -78
2013-07-19 00:41:08  2013-07-19 00:53:07  4204000003    358    592    230    412
2013-07-19 02:21:08  2013-07-19 02:33:07  4204000003   -403   -169    194    376
2013-07-19 02:45:13  2013-07-19 03:35:12  4203300002   -373   -199    194    376
2013-07-19 04:01:54  2013-07-19 04:06:39  4200000032   -373   -201    195    377
2013-07-19 05:49:15  2013-07-19 10:37:14  4204000005   -350   -116    191    373
2013-07-19 12:01:13  2013-07-19 13:41:12  4203300002   -283   -109    175    357
2013-07-19 19:37:15  2013-07-19 20:25:14  4204000003   -187     47    -72    110
2013-07-20 04:34:39  2013-07-20 05:07:49  4190262172   -267    -73    211    393
2013-07-20 05:11:08  2013-07-20 05:35:07  4011004138   -195    -20    217    399
2013-07-20 06:03:55  2013-07-20 06:27:54  4051004138   -243    -68    211    392
2013-07-20 06:29:38  2013-07-20 06:35:37  4190004138   -173      1    211    393
2013-07-20 06:46:08  2013-07-20 07:10:07  4204000005   -202     32    211    393
2013-07-20 10:54:05  2013-07-20 16:18:04  4204000005   -126    108    197    379
2013-07-20 16:58:55  2013-07-20 17:04:54  4204000003    -71    163    197    379
2013-07-20 17:10:23  2013-07-20 17:34:22  4190004117    -40    132    197    379
2013-07-20 20:03:15  2013-07-20 20:16:02  4190004125    -75    223    197    379
2013-07-20 20:19:08  2013-07-20 20:31:07  4204000003    -35    199    191    373
2013-07-20 23:21:08  2013-07-21 00:01:07  4190004113    -74    238    191    373
2013-07-21 02:01:07  2013-07-21 02:13:07  4204000003    -35    199    191    373
2013-07-21 04:33:14  2013-07-21 07:33:14  4040004119     32    116    282    349
2013-07-21 07:37:44  2013-07-21 09:37:43  4000005615     71    131    285    353
2013-07-21 09:43:54  2013-07-21 09:50:18  4190004125    -27    271    178    360
2013-07-21 10:01:07  2013-07-21 10:13:07  4204000003      8    242    175    357
2013-07-21 11:34:34  2013-07-21 11:34:34  4000004123     81    179    286    347
2013-07-22 05:14:14  2013-07-22 06:26:14  4040004115    296    361    282    349
2013-07-22 06:51:07  2013-07-22 07:31:07  4190004113    243    556    177    359
2013-07-22 09:01:07  2013-07-22 09:13:07  4204000003    283    517    177    359
2013-07-22 11:36:14  2013-07-22 13:25:37  4042004151    182    264   -462   -395
2013-07-22 13:28:07  2013-07-22 13:40:07  4204000003    175    409   -563   -381
2013-07-22 13:46:14  2013-07-22 13:59:02  4190004125     88    387   -566   -384
2013-07-22 19:31:07  2013-07-22 19:43:07  4204000003  -1008   -774   -393   -211
2013-07-22 19:45:07  2013-07-22 19:57:55  4190004125  -1040   -741   -393   -211
2013-07-22 22:31:07  2013-07-22 23:11:07  4000004111   -926   -855   -290   -222
2013-07-22 23:36:07  2013-07-23 00:24:07  4000004115   -923   -858   -290   -222
2013-07-23 00:27:07  2013-07-23 00:39:07  4204000003  -1008   -774   -393   -211
2013-07-23 01:16:07  2013-07-23 03:26:07  4040004123   -942   -839   -289   -222
2013-07-24 05:03:56  2013-07-24 05:41:57  4201900004   -102     92     28    210
2013-07-24 06:09:56  2013-07-24 06:47:57  4201900004   -108     86     25    207
2013-07-24 07:01:38  2013-07-24 07:11:10  4200000032    -91     81     20    202
2013-07-24 09:17:54  2013-07-24 09:29:54  4204000003    -70    164     23    205
2013-07-24 09:34:29  2013-07-24 10:34:38  4042004143     32    103    114    181
2013-07-24 10:51:14  2013-07-24 12:16:00  4042004143    218    289   -188   -121
2013-07-24 14:04:09  2013-07-24 15:41:09  4203300002    189    363   -290   -108
2013-07-28 03:19:34  2013-07-28 04:19:37  4180258145    -95    217   -170     12
2013-07-28 04:26:39  2013-07-28 05:42:52  4000258153    -89    211   -169     13
2013-07-28 06:01:16  2013-07-28 07:01:16  4204000003    -56    178   -169     13
2013-07-28 11:09:21  2013-07-28 12:07:30  4040005166    909    966     23     79
2013-07-28 12:31:01  2013-07-28 13:29:10  4040005166   -968   -911     22     78
2013-07-29 02:02:25  2013-07-29 03:06:48  4040000165    532    588   -287   -231
2013-07-29 03:11:34  2013-07-29 04:41:34  4204000003    428    662   -395   -213
2013-07-29 10:00:50  2013-07-29 11:03:58  4000256153   -126    174    140    322
2013-07-29 11:13:16  2013-07-29 11:25:16  4204000003    -93    141    140    322
2013-07-29 11:58:44  2013-07-29 12:24:49  4003007665   -114    -63    234    293
2013-07-29 12:44:22  2013-07-29 13:00:45  4010006145   -111    131    117    299
2013-07-29 13:09:11  2013-07-29 13:38:13  4000004143    833    904   -173   -105
2013-07-29 13:42:01  2013-07-29 14:09:01  4190012117    829   1001   -230    -48
2013-07-30 04:09:31  2013-07-30 04:15:31  4204000003    691    925   -240    -58
2013-07-30 04:19:40  2013-07-30 05:25:36  4040512153    661    959   -231    -50
2013-07-30 05:32:40  2013-07-30 06:38:36  4040512153    661    961   -231    -50
2013-07-30 06:48:48  2013-07-30 07:30:28  4003007665    792    843   -148    -89
2013-07-30 07:37:40  2013-07-30 08:43:36  4040512153    713   1013   -254    -73
2013-07-30 08:59:50  2013-07-30 09:31:24  4000256153   -862   -562     96    278
2013-07-30 09:34:16  2013-07-30 09:40:16  4204000003   -821   -587     95    277
2013-07-30 10:05:34  2013-07-30 10:40:21  4003007665   -688   -637    183    242
2013-07-30 10:50:20  2013-07-30 11:21:54  4000256153     77    377    135    317
2013-07-30 11:51:33  2013-07-30 12:18:44  4201900006   -129     85    -93     89
2013-07-30 12:36:07  2013-07-30 12:57:09  4000256153     86    386    141    323
2013-07-30 13:06:24  2013-07-30 13:41:11  4003007665   -779   -728    149    208
2013-07-30 14:06:02  2013-07-30 15:46:02  4202100002    -88     84    -82    100
2013-07-30 17:35:04  2013-07-30 17:55:56  4003007665     44     95    -26     32
2013-07-31 07:55:10  2013-07-31 08:12:16  4182010156   -126    126    -58     70
2013-07-31 09:45:07  2013-07-31 10:51:09  4040513753   -410   -114   -417   -236
2013-07-31 10:59:50  2013-07-31 12:39:50  4202100002    -85     87    -84     98
2013-07-31 12:50:13  2013-07-31 13:42:38  4003007265   -287   -235   -316   -257
2013-07-31 14:05:47  2013-07-31 14:55:47  4000007168   -980   -922    214    273
2013-07-31 18:04:21  2013-07-31 19:11:32  4000005142   -971   -933    216    255
2013-07-31 19:39:27  2013-07-31 20:45:03  4000007143  -1004   -933    -24     44
2013-08-01 04:10:08  2013-08-01 04:43:58  4041511553   -270     22   -429   -253
2013-08-01 04:47:23  2013-08-01 04:48:05  4040000014   -131    -96   -314   -278
2013-08-01 04:54:12  2013-08-01 05:27:48  4041511553   -293      0   -457   -281
2013-08-01 05:41:16  2013-08-01 06:15:06  4041511553   -287      5   -457   -281
2013-08-01 06:18:33  2013-08-01 06:19:15  4040000014   -151   -116   -339   -303
2013-08-01 06:36:03  2013-08-01 07:43:44  4041511553   -553   -260     62    238
2013-08-01 07:47:20  2013-08-01 07:48:02  4040000014   -415   -380    174    210
2013-08-01 07:58:20  2013-08-01 09:33:51  4040512140   -182     12   -428   -247
2013-08-01 09:47:14  2013-08-01 09:47:56  4040000014    -41     -6   -316   -280
2013-08-01 09:58:42  2013-08-01 10:15:48  4182010156   -125    127    -54     74
2013-08-01 10:55:47  2013-08-01 14:15:47  4202100002    -85     87    816    998
2013-08-01 23:18:31  2013-08-02 00:02:12  4003007265   -876   -824    234    293
2013-08-02 00:24:11  2013-08-02 01:25:20  4003007265   -941   -889    424    483
2013-08-02 02:06:07  2013-08-02 03:12:47  4000007166    918    975   -188   -129
2013-08-02 04:50:10  2013-08-02 05:07:16  4182010156   -126    126    -58     70
2013-08-02 05:16:53  2013-08-02 06:03:12  4000004165    116    172   -247   -188
2013-08-02 06:25:24  2013-08-02 07:19:58  4000258847    352    415    475    543
2013-08-02 08:07:04  2013-08-02 09:10:43  4000258847    437    500    433    501
2013-08-02 09:43:49  2013-08-02 10:57:57  4000259151  -1021   -937    433    501
2013-08-02 11:16:42  2013-08-02 14:36:42  4202100002  -1020   -847    -84     98
2013-08-02 17:07:23  2013-08-02 17:07:23  4000254165   -757   -706    210    261
2013-08-03 01:26:39  2013-08-03 03:33:40  4000254165   -595   -539    208    267
2013-08-03 04:03:02  2013-08-03 05:08:58  4040512153   -653   -355    102    283
2013-08-03 05:13:52  2013-08-03 06:19:48  4040512153   -653   -355    102    283
2013-08-03 08:25:11  2013-08-03 09:43:30  4000006165   -479   -423    115    174
2013-08-03 10:06:54  2013-08-03 10:41:07  4182010156   -120    132    -64     64
2013-08-03 11:37:42  2013-08-03 13:23:49  4000010145    -50    262   -792   -610
2013-08-03 14:02:50  2013-08-03 14:02:50  4000260849    495    663   -490   -313
2013-08-03 20:52:51  2013-08-03 23:51:58  4004259165   -864   -808    302    361
2013-08-04 00:13:21  2013-08-04 03:12:28  4004259165   -958   -902     55    114
2013-08-04 03:23:11  2013-08-04 03:23:11  4004259165    673    724    689    740
2013-08-04 07:14:10  2013-08-04 07:48:23  4182010156   -123    129    -52     76
2013-08-04 10:28:25  2013-08-04 11:43:11  4043007648   -445   -325     62    185
2013-08-04 12:07:41  2013-08-04 13:45:35  4000006165   -299   -243     82    141
2013-08-04 13:56:59  2013-08-04 15:36:59  4202100002   -979   -806    -92     90
2013-08-04 15:46:39  2013-08-04 17:26:39  4202100002    -79     93    808    990
2013-08-04 22:52:04  2013-08-04 22:52:04  4000259449    -81     87    -81     95
2013-08-05 08:02:07  2013-08-05 08:36:20  4182010156   -118    134    -62     66
2013-08-05 10:51:03  2013-08-05 12:05:49  4043007648   -231   -111     53    176
2013-08-05 12:30:41  2013-08-05 14:08:35  4000006165   -283   -227     76    135
2013-08-05 14:15:29  2013-08-05 15:55:29  4202100002   -993   -820    -90     92
2013-08-05 16:04:09  2013-08-05 17:44:09  4202100002    -93     79    810    992
2013-08-06 02:04:36  2013-08-06 03:53:56  4000259449    -44    126     21    203
2013-08-06 04:19:19  2013-08-06 07:39:19  4202100002    -85     87    816    998
2013-08-06 08:08:22  2013-08-06 08:25:28  4182010156   -230     22   -261   -133
2013-08-06 08:30:29  2013-08-06 09:36:31  4040513753   -293      3   -233    -52
2013-08-06 09:43:37  2013-08-06 10:51:35  4240512153   -296      2   -233    -52
2013-08-06 11:13:43  2013-08-06 12:07:35  4003258149    265    437   -121     61
2013-08-06 12:15:32  2013-08-06 12:54:26  4000004145    -70    242     17    199
2013-08-06 12:58:25  2013-08-06 13:12:37  4000004149    -11    161     11    193
2013-08-06 14:01:29  2013-08-06 17:21:29  4202100002   -985   -812    -84     98
2013-08-07 01:00:32  2013-08-07 01:13:04  4000254157    -82    216     44    226
2013-08-07 01:18:15  2013-08-07 02:15:28  4000004142    275    313    177    216
2013-08-07 02:19:50  2013-08-07 03:17:03  4000004142    154    192    187    226
2013-08-07 04:19:19  2013-08-07 07:39:19  4202100002   -992   -819    -68    114
2013-08-07 07:51:21  2013-08-07 08:00:51  4003259144    872   1019   -343   -215
2013-08-07 08:27:57  2013-08-07 08:58:40  4003259265    918    970   -215   -156
2013-08-07 09:01:57  2013-08-07 09:41:56  4180259249    860   1028   -369   -187
2013-08-07 10:03:51  2013-08-07 10:48:20  4000259151    914    998   -187   -119
2013-08-07 11:07:00  2013-08-07 14:27:00  4202100002      9    182    840   1022
2013-08-07 14:37:32  2013-08-07 14:54:38  4182010156    104    356   -272   -144
2013-08-07 15:06:34  2013-08-07 15:39:21  4000256145    159    391     20    202
2013-08-08 04:19:19  2013-08-08 04:19:19  4202100002  -1014   -842    -84     98
2013-08-08 06:08:46  2013-08-08 07:48:46  4202100002    -55    117    846   1028
2013-08-08 07:58:33  2013-08-08 09:52:49  4000257151    870    954   -227   -159
2013-08-08 10:09:39  2013-08-08 12:09:39  4003007165    884    940   -222   -163
2013-08-08 12:19:59  2013-08-08 12:36:56  4182030156   -124    124    -58     70
2013-08-08 12:47:08  2013-08-08 13:04:05  4182030156    372    621     53    181
2013-08-08 13:14:24  2013-08-08 13:31:21  4182030156  -1107   -922   -159    -31
2013-08-08 17:57:36  2013-08-08 17:57:36  4180257263    -53    149    388    569
2013-08-09 00:17:19  2013-08-09 05:59:38  4202100002    -51    119    857   1039
2013-08-09 00:54:26  2013-08-09 04:00:26  4202100002  -1025   -852    -84     98
2013-08-09 04:19:38  2013-08-09 05:59:38  4203300002    506    680     28    210
2013-08-09 06:25:02  2013-08-09 06:42:18  4202400003    526    698     30    212
2013-08-09 08:04:39  2013-08-09 09:58:55  4000257151   -912   -828   -315   -247
2013-08-09 10:08:42  2013-08-09 10:58:42  4003007165   -898   -842   -310   -251
2013-08-09 11:10:22  2013-08-09 11:27:28  4182010156   -126    126    -58     70
2013-08-09 12:29:49  2013-08-09 15:13:04  4000256155    508    611    225    293
2013-08-09 16:40:21  2013-08-09 17:13:52  4180256445    417    729     54    236
2013-08-10 01:09:41  2013-08-10 02:02:05  4000256152    533    722   -513   -385
2013-08-10 04:10:12  2013-08-10 04:27:28  4202400003    -86     86    -84     98
2013-08-10 05:14:20  2013-08-10 05:34:37  4201900008   -100     92    -94     88
2013-08-10 05:38:45  2013-08-10 05:59:16  4201900007   -110     84    -85     97
2013-08-10 08:00:01  2013-08-10 09:58:38  4003259151    908    992    -85    -17
2013-08-10 10:09:29  2013-08-10 13:29:29  4202100002  -1015   -842    -84     98
2013-08-10 13:40:29  2013-08-10 17:00:29  4202100002    -85     87    846   1028
2013-08-10 17:12:34  2013-08-10 17:45:57  4180256145    625    938     75    257
2013-08-10 18:49:01  2013-08-10 19:52:18  4000257153    641    941     72    254
2013-08-10 20:24:25  2013-08-10 21:00:11  4000004142    745    783    253    292
2013-08-10 21:04:11  2013-08-10 21:57:21  4000008142    745    783    252    291
2013-08-10 22:09:29  2013-08-11 01:29:29  4202100002  -1015   -842    -84     98
2013-08-11 01:40:29  2013-08-11 05:00:29  4202100002    -85     87    846   1028
2013-08-11 08:25:01  2013-08-11 11:22:57  4003259151    876    960    257    325
2013-08-11 11:43:34  2013-08-11 12:16:57  4180256145   -938   -625   -250    -68
2013-08-11 12:24:01  2013-08-11 13:27:18  4000257153   -926   -626   -255    -73
2013-08-11 13:33:45  2013-08-11 14:30:58  4000004142   -789   -751    -88    -49
2013-08-11 14:37:13  2013-08-11 17:34:26  4000008142   -783   -750    -86    -55
2013-08-11 18:10:22  2013-08-11 18:27:19  4182030156   -228    134    -55     65
2013-08-11 23:39:58  2013-08-11 23:49:36  4180260163   -102     98    -82     92
2013-08-12 08:00:01  2013-08-12 11:57:16  4003259151    876    955    258    319
2013-08-12 12:27:58  2013-08-12 12:37:36  4180260163    -96    110    -91     91
2013-08-12 17:04:21  2013-08-12 17:11:01  4202100002    -72    100    208    390
2013-08-12 18:09:21  2013-08-12 18:16:01  4202100002   -379   -206    208    390
2013-08-12 18:29:21  2013-08-12 18:36:01  4202100002    220    393   -392   -210
2013-08-12 18:50:30  2013-08-12 19:07:27  4182030156   -118    130    -64     64
2013-08-12 19:39:21  2013-08-12 19:46:01  4202100002   -151     21    -64    118
2013-08-12 19:59:29  2013-08-12 20:06:09  4202100002    206    379   -390   -208
2013-08-12 20:24:37  2013-08-12 20:31:17  4202100002    -94     78    212    394
2013-08-12 22:59:21  2013-08-12 23:06:01  4202100002   -393   -220    212    394
2013-08-12 23:19:21  2013-08-12 23:26:01  4202100002    214    387   -384   -202
2013-08-13 00:19:29  2013-08-13 01:59:29  4202100002  -1021   -848    -91     91
2013-08-13 02:10:29  2013-08-13 03:50:29  4202100002    -72    100    849   1031
2013-08-13 04:20:18  2013-08-13 04:53:41  4180256145   -271     41   -529   -347
2013-08-13 05:03:28  2013-08-13 05:35:06  4000257153   -250     42   -516   -341
2013-08-13 05:59:41  2013-08-13 06:31:19  4000257153   -252     48   -518   -336
2013-08-13 07:37:35  2013-08-13 08:06:11  4000004142   -118    -80   -352   -313
2013-08-13 08:16:11  2013-08-13 09:44:47  4000008142   -118    -80   -352   -313
2013-08-13 09:54:29  2013-08-13 10:23:05  4000004142   -123    -85   -381   -342
2013-08-13 10:49:53  2013-08-13 12:18:29  4000008142   -123    -85   -381   -342
2013-08-13 13:35:08  2013-08-13 13:58:49  4000004149   -129     43   -542   -360
2013-08-14 00:31:06  2013-08-14 03:51:06  4202100002    -85     87    846   1028
2013-08-14 05:24:29  2013-08-14 08:44:29  4202100002    -85     87    846   1028
2013-08-14 08:54:41  2013-08-14 09:15:46  4000257153    -29    271   -522   -340
2013-08-14 09:39:35  2013-08-14 10:00:47  4000254142     75    113   -372   -333
2013-08-14 10:14:03  2013-08-14 10:52:00  4180008042    190    228   -365   -326
2013-08-14 11:18:14  2013-08-14 11:48:06  4000256149     50    222   -541   -359
2013-08-14 11:57:54  2013-08-14 13:01:11  4000257153     -6    294   -537   -355
2013-08-14 13:11:11  2013-08-14 13:56:44  4180008042     -7     31   -470   -431
2013-08-14 14:22:42  2013-08-14 15:04:03  4003257642    106    139   -364   -325
2013-08-14 15:29:36  2013-08-14 15:48:40  4000258453     36    335    166    348
2013-08-14 17:09:24  2013-08-14 17:49:31  4000254046    136    171   -370   -331
2013-08-14 18:45:18  2013-08-14 19:18:41  4180256145     53    366   -529   -347
2013-08-15 00:49:53  2013-08-15 00:12:59  4000258142    835    868     95    126
2013-08-15 04:19:48  2013-08-15 05:59:48  4202100002  -1015   -842    -84     98
2013-08-15 06:09:44  2013-08-15 07:49:44  4202100002    -85     87    846   1028
2013-08-15 08:22:48  2013-08-15 11:42:48  4202100002    -93     79    840   1022
2013-08-15 11:52:44  2013-08-15 15:12:44  4202100002  -1023   -850    -90     92
2013-08-15 15:51:24  2013-08-15 16:28:22  4203300003  -1251   -822    120    302
2013-08-15 16:39:54  2013-08-15 17:23:52  4203300004  -1151   -718     93    275
2013-08-15 17:35:24  2013-08-15 18:19:22  4203300005  -1014   -649     79    261
2013-08-15 18:30:54  2013-08-15 19:14:52  4203300006    838   1255    159    341
2013-08-15 19:26:24  2013-08-15 20:10:22  4203300007    944   1369    126    308
2013-08-15 20:21:54  2013-08-15 21:09:53  4203300008   1044   1471    126    308
2013-08-15 22:26:34  2013-08-15 22:43:40  4182010156    236    488    -76     52
2013-08-15 22:54:45  2013-08-15 23:28:08  4180256145    289    602   -530   -348
2013-08-15 23:55:20  2013-08-16 00:37:31  4000257153    303    603   -527   -345
2013-08-16 01:15:44  2013-08-16 02:29:54  4000258143    443    509   -448   -387
2013-08-16 02:58:20  2013-08-16 03:47:12  4000256165    452    503   -449   -398
2013-08-16 04:20:57  2013-08-16 04:54:20  4180256145    324    629   -515   -340
2013-08-16 05:30:28  2013-08-16 06:12:39  4000257153    354    647   -518   -343
2013-08-16 06:23:15  2013-08-16 06:52:34  4000256168    488    541   -450   -399
2013-08-17 05:58:04  2013-08-17 07:04:00  4040512153    498    789   -498   -323
2013-08-17 07:39:04  2013-08-17 08:45:00  4040512153    512    803   -493   -318
2013-08-17 09:13:04  2013-08-17 10:19:00  4040512153    518    809   -495   -320
2013-08-17 10:43:28  2013-08-17 11:49:30  4040513753    523    820   -496   -318
2013-08-17 12:03:28  2013-08-17 13:09:30  4040513753    536    833   -491   -313
2013-08-17 13:25:34  2013-08-17 14:31:36  4040513753    540    837   -490   -312
2013-08-17 15:00:04  2013-08-17 15:34:22  4040511553    552    844   -484   -309
2013-08-17 16:17:04  2013-08-17 16:51:22  4040511553    559    851   -484   -309
2013-08-17 18:19:58  2013-08-17 18:54:16  4040511553    559    851   -492   -317
2013-08-17 19:59:34  2013-08-17 20:16:40  4182010156     44    285     29    149
2013-08-18 03:51:15  2013-08-18 04:30:44  4000012149    409    575   -283   -108
2013-08-18 04:41:20  2013-08-18 06:05:31  4000256153    621    914   -484   -309
2013-08-18 06:15:33  2013-08-18 06:27:30  4000256149    458    624   -289   -114
2013-08-18 06:38:15  2013-08-18 07:42:42  4000010149    458    624   -289   -114
2013-08-18 07:53:27  2013-08-18 09:14:01  4000010149    700    866   -474   -299
2013-08-20 01:22:00  2013-08-20 01:44:59  4203300010  -1536   -817     82    262
2013-08-20 01:59:00  2013-08-20 02:28:59  4203300011  -1454   -697     58    241
2013-08-20 02:43:00  2013-08-20 03:12:59  4203300012  -1226   -723     40    223
2013-08-20 05:29:48  2013-08-20 07:09:48  4203300002   -394   -224   -415   -235
2013-08-20 07:30:39  2013-08-20 09:00:39  4202100002    552    724    548    731
2013-08-20 09:08:49  2013-08-20 10:15:29  4202100002   -721   -549    554    737
2013-08-20 10:59:49  2013-08-20 11:33:12  4180256145    686    991   -249    -74
2013-08-20 11:54:23  2013-08-20 12:26:03  4004255648    803    922   -210    -90
2013-08-20 12:31:33  2013-08-20 13:03:13  4004255648    782    901   -228   -108
2013-08-20 13:09:31  2013-08-20 13:58:23  4000256165    835    886   -191   -140
2013-08-20 14:03:33  2013-08-20 15:01:57  4044255651    806    885   -210   -149
2013-08-20 15:05:07  2013-08-20 15:22:13  4182010156    755    994   -289   -169
2013-08-20 15:48:00  2013-08-20 16:21:59  4203300017    468   1361     31    211
2013-08-20 16:29:00  2013-08-20 17:02:59  4203300018    614   1401     10    190
2013-08-20 17:08:37  2013-08-20 17:49:36  4203300019    709   1507      1    181
2013-08-27 12:06:45  2013-08-27 12:53:41  4000005156    356    601    193    313
2013-08-27 16:10:22  2013-08-27 16:27:28  4182010156    -62    178     -1    119
2013-08-28 01:23:06  2013-08-28 05:43:14  4000006147    960   1020    -46     14
2013-08-28 04:20:23  2013-08-28 04:54:36  4182010156   -106    140   -153    -29
2013-08-28 05:27:35  2013-08-28 05:43:14  4000005156    436    682    133    257
2013-08-28 07:52:44  2013-08-28 11:29:34  4003005147    537    602    188    256
2013-08-28 11:57:20  2013-08-28 12:12:58  4000005156    436    682    133    257
2013-08-28 12:39:40  2013-08-28 16:40:02  4040255467    514    569    155    211
2013-08-28 16:49:44  2013-08-28 17:05:22  4000005156    436    682    133    257
2013-08-28 18:01:07  2013-08-28 19:07:06  4000512153   -617   -325   -350   -171
2013-08-28 19:36:07  2013-08-28 20:42:06  4000512153   -605   -313   -351   -172
2013-08-28 20:53:22  2013-08-28 21:59:21  4000512153   -594   -302   -352   -173
2013-08-28 22:20:07  2013-08-28 22:42:05  4203300032  -1406   4278     96    832
2013-08-28 23:13:00  2013-08-29 00:19:58  4203300026  -4037   2915    206    932
2013-08-28 23:59:00  2013-08-29 00:19:58  4203300027  -2661   1409    183    909
2013-08-29 00:55:00  2013-08-29 01:36:58  4203300028  -2218   4616    335    819
2013-08-29 01:44:00  2013-08-29 02:11:58  4203300029  -1713   4211    318    795
2013-08-29 02:19:00  2013-08-29 02:59:59  4203300030  -1706   4420    309    786
2013-08-29 03:07:01  2013-08-29 03:37:59  4203300031  -1312   4146    279    756
2013-08-29 04:20:22  2013-08-29 04:37:28  4182010156     32    274   -102     24
2013-08-29 06:09:35  2013-08-29 06:25:14  4000005156   -855   -609     80    206
2013-08-29 07:49:24  2013-08-29 11:26:14  4003005147   -747   -682    110    178
2013-08-29 11:47:00  2013-08-29 12:14:59  4203300033  -3608   2348    364    841
2013-08-29 12:22:00  2013-08-29 13:03:59  4203300034  -3920   2968    345    829
2013-08-29 13:11:01  2013-08-29 13:19:59  4203300035  -1714    436    330    807
2013-08-29 13:29:41  2013-08-29 13:33:58  4000004142   -328   -295   -291   -252
2013-08-29 13:38:35  2013-08-29 13:42:52  4000004142   -323   -290   -290   -251
2013-08-29 13:48:35  2013-08-29 13:52:52  4000004142   -323   -290   -290   -251
2013-08-29 14:24:35  2013-08-29 14:30:50  4000005156   -806   -560     73    199
2013-08-29 14:40:32  2013-08-29 17:08:32  4040255467   -703   -652    121    176
2013-08-29 17:18:09  2013-08-29 17:33:48  4000005156   -790   -544     74    200
2013-08-29 18:26:20  2013-08-29 20:06:20  4202100004   -260    -88    680    864
2013-08-29 20:16:12  2013-08-29 21:56:12  4202100004  -1200  -1028   -260    -76
2013-08-29 22:27:07  2013-08-29 23:27:07  4040004510   -255   -223   -305   -270
2013-08-29 23:55:00  2013-08-30 00:36:59  4203300036  -2219   4615    321    805
2013-08-30 00:44:00  2013-08-30 01:11:59  4203300037   -868   3138    327    804
2013-08-30 07:59:45  2013-08-30 11:52:04  4003005147   -584   -519     99    167
2013-08-30 12:04:35  2013-08-30 12:20:13  4000005156   -677   -432     73    193
2013-08-30 15:39:35  2013-08-30 16:04:37  4000005156   -610   -365     21    141
2013-08-30 17:01:41  2013-08-30 18:14:22  4000257165   -539   -488     53    104
2013-08-30 18:44:41  2013-08-30 22:35:58  4000257165   -531   -475     54    113
2013-08-30 23:29:46  2013-08-31 02:48:01  4000257165   -498   -447     46     97
2013-08-31 02:59:35  2013-08-31 03:15:13  4000005156   -561   -316     15    135
2013-08-31 04:20:22  2013-08-31 04:37:28  4182010156   -117    123    186    306
2013-08-31 05:54:35  2013-08-31 06:10:13  4000005156   -545   -300     58    178
2013-08-31 12:09:35  2013-08-31 12:18:58  4000005156   -495   -250     49    169
2013-08-31 18:09:35  2013-08-31 18:18:58  4000005156   -438   -193      8    128
2013-08-31 19:09:35  2013-08-31 20:28:49  4000255147    144    204   -304   -243
2013-08-31 22:39:28  2013-09-01 00:01:45  4042507271    252    424     16    191
2013-09-01 04:15:22  2013-09-01 04:32:28  4182010156   -125    127    -66     62
2013-09-01 06:09:35  2013-09-01 06:40:52  4000005156   -362   -110     32    160
2013-09-01 07:54:24  2013-09-01 12:17:42  4003005147   -231   -171     70    138
2013-09-01 12:29:35  2013-09-01 12:45:13  4000005156   -293    -41     24    152
2013-09-01 16:09:35  2013-09-01 18:04:29  4000255147   -152    -87     33    101
2013-09-01 19:40:49  2013-09-01 21:02:26  4000257143    853    924   -381   -313
2013-09-01 23:09:44  2013-09-01 23:15:10  4180258163   -103    103    -92     90
2013-09-02 04:20:22  2013-09-02 04:37:28  4182010156   -211     41   -166    -38
2013-09-02 06:29:35  2013-09-02 06:45:13  4000005156   -127    125     10    138
2013-09-02 07:54:35  2013-09-02 11:45:31  4000254165      0     50     56    107
2013-09-02 11:56:35  2013-09-02 12:12:13  4000005156    -70    182     15    143
2013-09-02 12:49:44  2013-09-02 16:09:44  4202100004    -87     87    846   1028
2013-09-02 16:39:35  2013-09-02 17:58:49  4000255147     66    131     24     92
2013-09-02 18:29:35  2013-09-02 18:35:50  4000005156    -15    237      6    134
2013-09-02 20:09:44  2013-09-02 23:29:44  4202100004  -1016   -845    -84     98
2013-09-02 23:57:44  2013-09-03 03:17:44  4202100004  -1024   -850    -91     91
2013-09-03 04:12:22  2013-09-03 04:29:28  4182010156   -113    135   -123      5
2013-09-03 06:26:35  2013-09-03 06:42:13  4000005156     94    346     23    151
2013-09-03 11:39:35  2013-09-03 11:45:50  4000005156    127    379      6    134
