#STARTTIME            STOPTIME             OBSID          X1     X2     Y1     Y2
2013-10-20 22:02:11  2013-10-20 22:04:21  3880013904    -84     84   1016   1198
2013-10-20 22:09:21  2013-10-20 22:11:31  3880013904    -84     84   1064   1246
2013-10-20 22:18:01  2013-10-20 22:20:11  3880013904   -356   -187    179    361
2013-10-20 22:24:51  2013-10-20 22:27:01  3880013904   -561   -392    385    567
2013-10-20 22:31:41  2013-10-20 22:33:51  3880013904   -731   -562    555    737
2013-10-20 22:38:51  2013-10-20 22:41:01  3880013904   -765   -599    588    767
2013-10-20 23:02:41  2013-10-20 23:04:51  3880013904   -799   -630    623    805
2013-10-20 23:09:51  2013-10-20 23:12:01  3880013904   -833   -664    657    839
2013-10-20 23:17:01  2013-10-20 23:19:11  3880013904   -867   -698    691    873
2013-10-21 08:10:24  2013-10-21 08:28:26  3882010144   -156     92   -230   -102
2013-10-21 11:09:45  2013-10-21 11:12:35  3821104045   -148    142    -91     89
2013-10-22 04:20:24  2013-10-22 04:38:26  3882010144     97    345   -118     10
2013-10-22 05:30:30  2013-10-22 06:03:52  3820362093    234    467   -145     35
2013-10-22 06:45:30  2013-10-22 08:27:19  3880263445  -1148   -852   -300   -118
2013-10-22 08:40:00  2013-10-22 10:52:40  3824261484    732    906    498    680
2013-10-22 11:30:30  2013-10-22 15:05:05  3881013496    150    459   -200    -18
2013-10-22 15:44:51  2013-10-22 15:47:01  3880013904   -469   -300    -92     90
2013-10-22 15:51:51  2013-10-22 15:54:01  3880013904   -758   -589    -92     90
2013-10-22 15:58:51  2013-10-22 16:01:01  3880013904   -999   -830    -92     90
2013-10-22 16:05:51  2013-10-22 16:08:01  3880013904  -1047   -878    -93     89
2013-10-22 16:14:51  2013-10-22 16:17:01  3880013904  -1095   -926    -93     89
2013-10-22 16:22:01  2013-10-22 16:24:11  3880013904  -1144   -975    -92     90
2013-10-22 16:28:31  2013-10-22 16:30:41  3880013904  -1192  -1023    -92     90
2013-10-22 16:35:21  2013-10-22 16:37:31  3880013904  -1240  -1071    -92     90
2013-10-22 16:55:11  2013-10-22 16:57:21  3880013904   -356   -187   -364   -182
2013-10-22 17:02:01  2013-10-22 17:04:11  3880013904   -561   -392   -569   -387
2013-10-22 17:20:41  2013-10-22 17:22:51  3880013904   -731   -562   -740   -558
2013-10-22 17:27:31  2013-10-22 17:29:41  3880013904   -765   -596   -773   -591
2013-10-22 17:34:31  2013-10-22 17:36:41  3880013904   -799   -630   -807   -625
2013-10-22 17:41:21  2013-10-22 17:43:31  3880013904   -833   -664   -841   -659
2013-10-22 17:48:31  2013-10-22 17:50:41  3880013904   -867   -698   -875   -693
2013-10-22 17:55:41  2013-10-22 17:57:51  3880013904   -901   -732   -909   -727
2013-10-22 18:04:21  2013-10-22 18:06:31  3880013904    -84     84   -477   -295
2013-10-22 18:11:31  2013-10-22 18:13:41  3880013904    -84     84   -766   -584
2013-10-22 18:18:31  2013-10-22 18:20:41  3880013904    -84     84  -1007   -825
2013-10-22 18:25:21  2013-10-22 18:27:31  3880013904    -85     83  -1055   -875
2013-10-22 18:32:21  2013-10-22 18:34:31  3880013904    -84     84  -1103   -921
2013-10-22 19:01:31  2013-10-22 19:03:41  3880013904    -84     84  -1152   -970
2013-10-22 19:08:41  2013-10-22 19:10:51  3880013904    -84     84  -1200  -1018
2013-10-22 19:15:31  2013-10-22 19:17:41  3880013904    -84     84  -1248  -1066
2013-10-22 19:24:11  2013-10-22 19:26:21  3880013904    186    355   -364   -184
2013-10-22 19:31:01  2013-10-22 19:33:11  3880013904    392    561   -569   -387
2013-10-22 19:37:51  2013-10-22 19:40:01  3880013904    562    731   -739   -557
2013-10-22 19:44:41  2013-10-22 19:46:51  3880013904    596    765   -773   -591
2013-10-22 19:51:31  2013-10-22 19:53:41  3880013904    630    799   -807   -625
2013-10-22 19:58:21  2013-10-22 20:00:31  3880013904    664    833   -841   -659
2013-10-22 20:06:41  2013-10-22 20:08:51  3880013904    698    867   -876   -694
2013-10-22 20:13:41  2013-10-22 20:15:51  3880013904    732    901   -909   -727
2013-10-22 20:59:38  2013-10-23 01:00:42  3820259443   -286    -54    -71    111
2013-10-23 01:14:29  2013-10-23 01:33:24  3844009502    424    483   -126    -62
2013-10-23 01:43:02  2013-10-23 02:01:57  3844009602    425    484   -125    -59
2013-10-23 02:11:35  2013-10-23 02:30:10  3844009702    424    485   -125    -62
2013-10-23 04:20:24  2013-10-23 04:38:26  3882010144     92    339   -170    -44
2013-10-23 10:24:51  2013-10-23 13:12:21  3840513642    713    895    547    671
2013-10-23 20:04:21  2013-10-23 20:23:16  3844009602   -147    -88    502    570
2013-10-24 02:56:57  2013-10-24 03:30:17  3840363643    -39    189    -51    127
2013-10-24 04:20:24  2013-10-24 04:38:26  3882010144    271    519   -214    -86
2013-10-24 05:09:43  2013-10-24 10:09:35  3841363642    297    480   -601   -478
2013-10-24 11:29:15  2013-10-24 13:30:40  3823255683    223    347    -36     92
2013-10-24 13:40:03  2013-10-24 15:11:15  3823257683    223    347    -36     92
2013-10-24 16:39:41  2013-10-25 02:46:56  3860513643   -128    102    194    376
2013-10-25 04:20:24  2013-10-25 04:38:26  3882010144   -383   -135   -137     -9
2013-10-25 05:05:30  2013-10-25 05:56:51  3880013447     -6    196   -371   -189
2013-10-25 06:19:30  2013-10-25 06:40:01  3840007403    237    358     54    179
2013-10-25 07:53:38  2013-10-25 09:04:58  3840009438    236    387     50    175
2013-10-25 09:29:52  2013-10-25 15:28:48  3841111643    -54    174    182    361
2013-10-25 15:34:46  2013-10-25 17:17:19  3841111643      2    231    185    364
2013-10-25 18:34:28  2013-10-26 01:37:04  3860511642    406    588    -26    102
2013-10-26 02:14:28  2013-10-26 03:23:43  3840261601    266    325    510    547
2013-10-26 04:20:24  2013-10-26 04:38:26  3882010144   -185     63   -129     -1
2013-10-26 05:09:51  2013-10-26 05:40:26  4201900010   -162     60   -167     15
2013-10-26 06:40:00  2013-10-26 10:54:50  3860261403  -1098   -977   -302   -176
2013-10-26 11:29:38  2013-10-26 14:03:44  3823259409    622    744    -26    102
2013-10-26 14:29:28  2013-10-26 23:00:06  3860511642    598    780    -18    110
2013-10-26 23:08:54  2013-10-26 23:26:30  3860511642    657    813    -18    106
2013-10-27 01:09:32  2013-10-27 01:11:40  4200000015    214    558    -71    111
2013-10-27 01:22:51  2013-10-27 01:27:57  3821106095   -148    146    -92     88
2013-10-28 05:09:30  2013-10-28 06:39:14  3820007403    385    506   -343   -215
2013-10-28 07:34:28  2013-10-28 10:30:33  3860511642    546    728   -351   -223
2013-10-28 14:40:24  2013-10-28 14:58:26  3882010144     -6    242   -158    -30
2013-10-28 15:09:52  2013-10-28 20:43:35  3820011425    486    657    283    465
2013-10-28 21:29:28  2013-10-29 03:21:38  3860511642    648    830   -337   -209
2013-10-29 04:37:24  2013-10-29 04:55:26  3882010144   -145    103    -58     70
2013-10-29 05:08:16  2013-10-29 12:05:38  3860511142   -450   -266   -270   -144
2013-10-29 12:11:06  2013-10-29 17:58:54  3860511142   -381   -197   -275   -149
2013-10-30 04:15:24  2013-10-30 04:33:26  3882010144     22    270    -96     32
2013-10-30 05:09:14  2013-10-30 14:46:32  3860261143   -699   -467   -356   -176
2013-10-30 14:55:20  2013-10-30 15:30:19  3860261143   -287    -55   -637   -457
2013-10-30 15:57:14  2013-10-30 23:12:07  3860511138   -245    -94   -642   -516
2013-10-30 23:53:14  2013-10-31 02:47:11  3860511138   -250    -99   -597   -471
2013-11-05 00:09:52  2013-11-05 01:02:15  3860510242    506    690   -343   -217
2013-11-05 01:46:52  2013-11-05 02:39:15  3860510242    530    714   -339   -213
2013-11-05 06:44:45  2013-11-05 07:01:50  3821104045    483    774   -380   -199
2013-11-05 07:56:36  2013-11-05 08:33:39  3860257141    553    744   -378   -198
2013-11-05 09:41:45  2013-11-05 09:59:12  3860510242   -779   -596   -288   -162
2013-11-05 11:11:48  2013-11-05 11:40:32  3860259141   -772   -581   -302   -122
2013-11-05 12:47:09  2013-11-05 13:56:57  3860261140    570    713   -326   -200
2013-11-05 14:49:55  2013-11-05 15:38:38  3860259110    593    763   -370   -190
2013-11-05 16:29:52  2013-11-05 17:19:24  3860261416    617    787   -385   -203
2013-11-05 18:06:52  2013-11-05 18:56:24  3860261416    636    806   -377   -197
2013-11-05 19:44:43  2013-11-05 20:32:22  3860257141    623    814   -380   -200
2013-11-05 21:21:30  2013-11-05 22:12:55  3860257416    648    818   -376   -194
2013-11-05 22:59:43  2013-11-05 23:33:49  3860257110    663    833   -373   -193
2013-11-06 00:35:22  2013-11-06 01:28:04  3860261441   -680   -489   -327   -145
2013-11-06 02:14:52  2013-11-06 03:04:24  3860261416   -662   -492   -321   -139
2013-11-06 05:28:24  2013-11-06 05:46:26  3882010144    -67    181   -158    -30
2013-11-06 06:47:15  2013-11-06 07:21:07  3880262041  -1061   -870    -71    111
2013-11-06 10:14:01  2013-11-06 10:47:34  3810513141   -607   -417   -339   -159
2013-11-06 11:37:54  2013-11-06 12:45:00  3810513141   -580   -389   -342   -162
2013-11-08 01:04:54  2013-11-08 02:12:00  3810513141   -227    -36   -343   -163
2013-11-08 02:53:01  2013-11-08 03:26:34  3810513141   -250    -60   -317   -137
2013-11-08 03:36:38  2013-11-08 03:46:24  3860259416   -248    -78   -332   -150
2013-11-08 04:30:24  2013-11-08 04:48:26  3882010144     -4    244     22    150
2013-11-08 07:37:54  2013-11-08 08:11:27  3810513141   -243    -53   -349   -169
2013-11-08 08:32:20  2013-11-08 08:37:28  3860257419   -281   -109   -331   -149
2013-11-08 09:23:21  2013-11-08 09:56:54  3810513141   -284    -94   -337   -157
2013-11-08 10:08:30  2013-11-08 10:15:21  3860257419   -264    -92   -344   -162
2013-11-08 11:01:01  2013-11-08 11:34:34  3810513141   -215    -25   -329   -149
2013-11-08 11:44:30  2013-11-08 11:53:04  3860257419   -257    -85   -348   -166
2013-11-08 12:37:46  2013-11-08 13:30:03  3874511141   -254    -63   -342   -162
2013-11-08 14:15:16  2013-11-08 15:07:33  3874511141   -236    -45   -346   -166
2013-11-09 00:01:16  2013-11-09 00:53:33  3874511141    -88    102   -344   -164
2013-11-09 01:27:54  2013-11-09 02:35:00  3810513141    -35    155   -345   -165
2013-11-09 03:17:01  2013-11-09 03:50:34  3810513141    -58    132   -348   -168
2013-11-09 04:55:24  2013-11-09 05:13:26  3882010144   -260    -12      7    135
2013-11-09 08:08:30  2013-11-09 08:35:26  3860257441     42    233   -327   -145
2013-11-09 09:39:54  2013-11-09 10:13:27  3810513141    -70    120   -333   -153
2013-11-09 10:30:50  2013-11-09 10:39:24  3860257416    -40    130   -340   -160
2013-11-09 11:24:30  2013-11-09 11:54:23  3860257403     15    136   -322   -194
2013-11-09 12:04:15  2013-11-09 12:17:26  3860257403     94    215   -298   -170
2013-11-09 12:52:41  2013-11-09 13:50:46  3810509441    123    314   -328   -146
2013-11-09 14:29:32  2013-11-09 15:27:37  3810509441    123    314   -328   -146
2013-11-09 16:23:16  2013-11-09 17:15:41  3810511141     70    261   -328   -148
2013-11-09 21:23:01  2013-11-09 21:56:34  3810513141    125    315   -327   -147
2013-11-09 22:58:01  2013-11-09 23:31:34  3810513141    124    314   -321   -141
2013-11-10 00:18:54  2013-11-10 00:52:27  3810513141    178    368   -320   -140
2013-11-10 01:52:54  2013-11-10 02:26:27  3810513141    178    368   -320   -140
2013-11-10 03:30:32  2013-11-10 04:04:05  3810513141    178    368   -320   -140
2013-11-10 05:19:24  2013-11-10 05:37:26  3882010144   -128    120    -48     80
2013-11-10 08:26:54  2013-11-10 09:00:27  3810513141    227    417   -308   -128
2013-11-10 11:38:54  2013-11-10 12:12:27  3810513141    227    417   -308   -128
2013-11-10 13:16:17  2013-11-10 13:49:50  3810513141    227    417   -308   -128
2013-11-10 15:09:30  2013-11-10 15:54:08  3860257404    282    451   -315   -133
2013-11-10 16:48:30  2013-11-10 17:32:27  3860257403    725    846   -400   -272
2013-11-10 21:45:01  2013-11-10 22:18:34  3810513141    331    521   -315   -135
2013-11-10 23:18:54  2013-11-10 23:52:27  3810513141    734    924   -410   -230
2013-11-11 00:39:39  2013-11-11 01:13:12  3810513141    734    924   -410   -230
2013-11-11 02:17:16  2013-11-11 02:50:49  3810513141    734    924   -410   -230
2013-11-11 05:42:54  2013-11-11 06:00:56  3882010144    -85    163    -10    118
2013-11-11 07:11:23  2013-11-11 07:49:05  3860257441    397    588   -317   -135
2013-11-11 08:49:23  2013-11-11 09:27:05  3860257441    397    588   -317   -137
2013-11-11 10:26:23  2013-11-11 10:58:42  3860257441    397    588   -317   -137
2013-11-11 12:04:23  2013-11-11 12:58:15  3860257441    397    588   -317   -135
2013-11-11 12:58:27  2013-11-11 13:03:49  3860257441    397    588   -317   -135
2013-11-11 13:40:38  2013-11-11 14:39:53  3860257441    397    588   -317   -135
2013-11-11 15:35:01  2013-11-11 16:08:34  3810513141    433    623   -326   -146
2013-11-11 17:15:01  2013-11-11 17:48:34  3810513141    467    657   -312   -132
2013-11-11 18:55:02  2013-11-11 19:28:34  3810513141    478    668   -318   -138
2013-11-11 20:31:31  2013-11-11 21:09:12  3860257441    485    676   -304   -124
2013-11-11 22:09:02  2013-11-11 22:42:34  3810513141    519    709   -323   -143
2013-11-12 01:03:59  2013-11-12 01:37:32  3810513141    526    716   -316   -136
2013-11-12 02:41:36  2013-11-12 03:15:09  3810513141    526    716   -316   -136
2013-11-12 04:21:14  2013-11-12 04:36:15  3880259702    -33     27    905    971
2013-11-12 05:56:52  2013-11-12 05:57:11  3880259702    -33     27    905    971
2013-11-12 06:07:25  2013-11-12 06:25:26  3882010144    -87    161     26    154
2013-11-12 14:04:59  2013-11-12 14:38:31  3810513141    607    797   -296   -116
2013-11-12 14:41:24  2013-11-12 15:02:56  3860257441    606    797   -296   -114
2013-11-12 15:56:31  2013-11-12 16:39:36  3860257441    634    825   -301   -121
2013-11-12 17:38:31  2013-11-12 18:27:36  3860257404    657    826   -309   -127
2013-11-12 22:32:25  2013-11-12 23:05:57  3810513141    681    871   -282   -102
2013-11-13 01:28:19  2013-11-13 02:01:51  3810513141    681    871   -282   -102
2013-11-13 03:05:57  2013-11-13 03:39:29  3810513141    681    868   -282   -102
2013-11-13 06:29:31  2013-11-13 06:59:23  3860257403    706    827   -273   -145
2013-11-13 08:07:02  2013-11-13 08:40:34  3810513141    746    936   -304   -124
2013-11-13 11:21:31  2013-11-13 11:52:21  3860257419    712    884   -320   -138
2013-11-13 16:31:02  2013-11-13 17:04:34  3810513141    725    915   -315   -135
2013-11-13 18:11:02  2013-11-13 18:44:34  3810513141    771    961   -311   -131
2013-11-13 19:49:31  2013-11-13 20:29:56  3860257403    798    919   -260   -132
2013-11-13 21:24:30  2013-11-13 22:00:30  3860257419    756    928   -316   -134
2013-11-14 00:24:30  2013-11-14 01:18:22  3860257441    779    970   -304   -122
2013-11-14 05:15:24  2013-11-14 05:33:26  3882010144    -51    197   -161    -33
2013-11-14 11:45:55  2013-11-14 12:32:55  3804008124    389    453   -499   -431
2013-11-14 13:25:09  2013-11-14 13:58:42  3810513141    829   1019   -300   -120
2013-11-14 15:11:09  2013-11-14 15:44:42  3810513141    833   1023   -297   -117
2013-11-14 16:51:43  2013-11-14 17:25:50  3804006117   -368   -304   -385   -317
2013-11-14 18:29:43  2013-11-14 19:03:50  3804006117   -418   -354   -379   -311
2013-11-14 20:09:30  2013-11-14 20:43:46  3860257403   -478   -357   -448   -320
2013-11-15 00:46:43  2013-11-15 01:44:37  3860006145   -533   -237   -449   -269
2013-11-15 02:24:52  2013-11-15 03:19:42  3800010102    617    678   -181   -113
2013-11-15 05:40:24  2013-11-15 05:58:26  3882010144    -24    224    -93     35
2013-11-15 07:17:22  2013-11-15 07:43:00  3893012103    323    444    245    373
2013-11-15 08:55:22  2013-11-15 09:27:10  3813012103    325    446    247    373
2013-11-15 10:24:49  2013-11-15 10:42:05  4202400003     73    245    236    418
2013-11-15 12:09:17  2013-11-15 13:06:15  3844007604    232    398   -467   -289
2013-11-15 14:23:04  2013-11-15 14:40:20  4202400003    116    288    242    424
2013-11-15 15:34:38  2013-11-15 16:20:35  3884008102    221    282   -328   -260
2013-11-15 17:16:09  2013-11-15 17:49:42  3810513141   -369   -179   -464   -284
2013-11-15 18:55:09  2013-11-15 19:28:42  3810513141   -355   -165   -461   -281
2013-11-15 20:32:09  2013-11-15 21:05:42  3810513141   -340   -150   -468   -288
2013-11-15 22:07:30  2013-11-15 22:45:14  3800257441   -339   -148   -468   -286
2013-11-15 23:41:38  2013-11-16 00:28:13  3804009403   -245   -124   -420   -292
2013-11-16 04:25:24  2013-11-16 04:43:26  3882010144   -124    124   -142    -14
2013-11-16 05:56:09  2013-11-16 06:31:43  3803010141    -96     94   -144     36
2013-11-16 07:33:45  2013-11-16 08:08:45  3803010103    -61     59   -118      8
2013-11-16 09:11:09  2013-11-16 09:46:43  3803010141     94    285   -146     34
2013-11-16 10:48:45  2013-11-16 11:23:45  3803010103    129    250   -119      7
2013-11-16 12:34:38  2013-11-16 13:17:46  3800257441   -165     25   -469   -289
2013-11-17 00:04:38  2013-11-17 00:47:46  3800257441   -105     85   -469   -287
2013-11-17 01:35:38  2013-11-17 02:30:09  3804009403    -19    101   -438   -312
2013-11-17 03:13:24  2013-11-17 03:48:58  3803010141    288    479   -152     28
2013-11-17 04:42:45  2013-11-17 05:17:45  3803010103    329    450   -123      3
2013-11-17 06:20:09  2013-11-17 06:55:43  3803010141    482    673   -140     40
2013-11-17 07:57:45  2013-11-17 08:32:45  3803010103    517    638   -114     12
2013-11-17 09:36:09  2013-11-17 10:11:43  3803010141    674    865   -149     31
2013-11-17 11:12:45  2013-11-17 11:47:45  3803010103    709    830   -123      3
2013-11-17 12:58:30  2013-11-17 13:47:02  3800257441      0    190   -465   -283
2013-11-17 14:44:38  2013-11-17 15:30:16  3804009403     87    208   -442   -314
2013-11-17 16:25:24  2013-11-17 16:43:26  3882010144     -8    240    -72     56
2013-11-17 18:11:22  2013-11-17 18:43:25  3893012103    717    838    291    419
2013-11-17 19:42:38  2013-11-17 20:23:04  3884008102    625    686   -321   -253
2013-11-17 21:21:09  2013-11-17 21:54:42  3810513141   -158     32   -532   -352
2013-11-18 00:21:30  2013-11-18 01:10:02  3800257441    114    299   -460   -280
2013-11-18 01:59:38  2013-11-18 02:53:12  3804009403    191    312   -438   -310
2013-11-18 06:53:24  2013-11-18 07:11:26  3882010144    132    380    -73     55
2013-11-18 13:22:30  2013-11-18 14:15:33  3804007413    367    538   -462   -280
2013-11-18 18:30:22  2013-11-18 19:08:50  3893012103    799    920    292    420
2013-11-18 20:06:38  2013-11-18 20:47:04  3884008102    755    816   -317   -249
2013-11-18 21:45:09  2013-11-18 22:18:42  3810513141    295    485   -459   -279
2013-11-19 00:46:30  2013-11-19 01:35:02  3800257441    295    486   -467   -285
