#This data file was created by MATCH_IRIS_FOV_FLARE.PRO - P.Higgins
#The SSW LastEvents flares corresponding to each IRIS observation sequence.
#The OBSID corresponds to that in the IRIS_ALLOBS_HEK data file.
#To read this CSV file into IDL, run: IDL> readcol,'iris_allobs_hek_flares.txt',foundmatch,obsid,obstart,obsend,obsx1,obsx2,obsy1,obsy2,flareclass,flarepeak,flarestart,flareend,flarex,flarey,delim=';',comment='#',format='I,A,A,A,D,D,D,D,A,A,A,A,D,D'
#FORMAT; I,A,A,A,D,D,D,D,A,A,A,A,D,D
#FOUNDMATCH;OBSID;OBSTART;OBSEND;OBSX1;OBSX2;OBSY1;OBSY2;FLARECLASS;FLAREPEAK;FLARESTART;FLAREEND;FLAREX;FLAREY
      0;4182010156; 5-Oct-2013 04:20:22.000; 5-Oct-2013 04:37:28.000;   -191.0000;     61.0000;   -171.0000;    -43.0000;;;;;      0.0000;      0.0000
      0;3820113644; 5-Oct-2013 04:47:22.000; 5-Oct-2013 06:27:43.000;   -841.0000;   -594.0000;    -20.0000;    104.0000;;;;;      0.0000;      0.0000
      0;3820113644; 5-Oct-2013 06:36:31.000; 5-Oct-2013 07:09:58.000;   -820.0000;   -575.0000;    -33.0000;     91.0000;;;;;      0.0000;      0.0000
      0;3844009502; 5-Oct-2013 07:49:27.000; 5-Oct-2013 08:08:22.000;   -157.0000;    -98.0000;    -29.0000;     37.0000;;;;;      0.0000;      0.0000
      0;3844009602; 5-Oct-2013 08:17:57.000; 5-Oct-2013 08:36:52.000;   -156.0000;    -97.0000;    -29.0000;     39.0000;;;;;      0.0000;      0.0000
      0;3844009702; 5-Oct-2013 08:46:27.000; 5-Oct-2013 09:05:02.000;   -157.0000;    -96.0000;    -29.0000;     37.0000;;;;;      0.0000;      0.0000
      0;3800259146; 5-Oct-2013 10:08:01.000; 5-Oct-2013 11:07:57.000;   -154.0000;    154.0000;    858.0000;   1038.0000;;;;;      0.0000;      0.0000
      0;3824007402; 5-Oct-2013 11:37:13.000; 5-Oct-2013 15:02:43.000;   -709.0000;   -648.0000;    633.0000;    701.0000;;;;;      0.0000;      0.0000
      0;3800259146; 5-Oct-2013 15:31:01.000; 5-Oct-2013 16:30:57.000;   -153.0000;    155.0000;    858.0000;   1038.0000;;;;;      0.0000;      0.0000
      0;3820113644; 5-Oct-2013 16:47:41.000; 5-Oct-2013 18:28:02.000;   -645.0000;   -398.0000;    -10.0000;    114.0000;;;;;      0.0000;      0.0000
      0;3860259303; 5-Oct-2013 18:55:36.000; 5-Oct-2013 22:41:45.000;   -641.0000;   -521.0000;    -17.0000;    109.0000;;;;;      0.0000;      0.0000
      1;3820113644; 6-Oct-2013 00:29:14.000; 6-Oct-2013 03:49:57.000;   -600.0000;   -353.0000;      4.0000;    128.0000;42,37; 6-Oct-2013 01:29:46.000, 6-Oct-2013 02:58:34.000; 6-Oct-2013 01:27:34.000, 6-Oct-2013 02:57:46.000; 6-Oct-2013 01:34:34.000, 6-Oct-2013 02:59:46.000;   -499.2000;     38.4000
      0;3820113644; 7-Oct-2013 02:09:49.000; 7-Oct-2013 03:50:10.000;   -422.0000;   -175.0000;    -30.0000;     94.0000;;;;;      0.0000;      0.0000
      0;4182010156; 7-Oct-2013 04:20:22.000; 7-Oct-2013 04:37:28.000;    -96.0000;    156.0000;    -44.0000;     84.0000;;;;;      0.0000;      0.0000
      0;3800259115; 7-Oct-2013 05:40:01.000; 7-Oct-2013 07:40:40.000;   -476.0000;   -414.0000;    264.0000;    332.0000;;;;;      0.0000;      0.0000
      0;3800257135; 7-Oct-2013 07:50:37.000; 7-Oct-2013 08:49:30.000;   -483.0000;   -407.0000;    264.0000;    332.0000;;;;;      0.0000;      0.0000
      0;3820113644; 7-Oct-2013 09:00:27.000; 7-Oct-2013 11:14:16.000;   -616.0000;    366.0000;   -108.0000;    132.0000;;;;;      0.0000;      0.0000
      0;3844003502; 7-Oct-2013 11:59:30.000; 7-Oct-2013 12:18:49.000;   -287.0000;   -227.0000;    -25.0000;     39.0000;;;;;      0.0000;      0.0000
      0;3844003602; 7-Oct-2013 12:28:27.000; 7-Oct-2013 12:47:46.000;   -285.0000;   -226.0000;    -27.0000;     41.0000;;;;;      0.0000;      0.0000
      0;3844003702; 7-Oct-2013 12:57:24.000; 7-Oct-2013 13:15:03.000;   -286.0000;   -225.0000;    -27.0000;     39.0000;;;;;      0.0000;      0.0000
      1;3820113644; 7-Oct-2013 13:26:00.000; 7-Oct-2013 15:39:49.000;   -572.0000;    410.0000;   -101.0000;    139.0000;57,1429,878,632,48,218,1146,648,1645,92; 7-Oct-2013 14:19:58.000, 7-Oct-2013 14:20:55.000, 7-Oct-2013 14:21:00.000, 7-Oct-2013 14:21:01.000, 7-Oct-2013 14:56:34.000, 7-Oct-2013 15:39:46.000, 7-Oct-2013 15:37:36.000, 7-Oct-2013 15:37:37.000, 7-Oct-2013 15:37:31.000, 7-Oct-2013 15:52:38.000; 7-Oct-2013 14:18:22.000, 7-Oct-2013 14:18:43.000, 7-Oct-2013 14:18:48.000, 7-Oct-2013 14:18:49.000, 7-Oct-2013 14:53:22.000, 7-Oct-2013 15:34:34.000, 7-Oct-2013 15:35:48.000, 7-Oct-2013 15:36:13.000, 7-Oct-2013 15:36:55.000, 7-Oct-2013 15:37:14.000; 7-Oct-2013 14:27:22.000, 7-Oct-2013 14:26:19.000, 7-Oct-2013 14:24:48.000, 7-Oct-2013 14:25:37.000, 7-Oct-2013 15:00:22.000, 7-Oct-2013 15:56:10.000, 7-Oct-2013 15:38:48.000, 7-Oct-2013 15:39:01.000, 7-Oct-2013 15:40:43.000, 7-Oct-2013 16:01:02.000;   -192.0000;     38.4000
      1;3860259303; 7-Oct-2013 16:19:13.000; 7-Oct-2013 21:59:59.000;   -177.0000;    -57.0000;    -40.0000;     86.0000;35,37,40; 7-Oct-2013 18:08:46.000, 7-Oct-2013 20:10:10.000, 7-Oct-2013 20:51:46.000; 7-Oct-2013 18:08:34.000, 7-Oct-2013 20:09:22.000, 7-Oct-2013 20:50:22.000; 7-Oct-2013 18:10:58.000, 7-Oct-2013 20:11:46.000, 7-Oct-2013 20:57:58.000;   -115.2000;     38.4000
      0;3820113644; 7-Oct-2013 22:49:49.000; 8-Oct-2013 01:03:38.000;   -238.0000;      8.0000;    -48.0000;     76.0000;;;;;      0.0000;      0.0000
      0;3882010144; 8-Oct-2013 04:20:22.000; 8-Oct-2013 04:38:24.000;    145.0000;    385.0000;   -175.0000;    -47.0000;;;;;      0.0000;      0.0000
      0;3820012146; 8-Oct-2013 15:59:07.000; 8-Oct-2013 19:29:53.000;     54.0000;    361.0000;    186.0000;    366.0000;;;;;      0.0000;      0.0000
      0;3820012104; 8-Oct-2013 19:56:58.000; 8-Oct-2013 23:26:01.000;    155.0000;    324.0000;    191.0000;    373.0000;;;;;      0.0000;      0.0000
      0;3824263204; 9-Oct-2013 00:02:49.000; 9-Oct-2013 03:32:55.000;    965.0000;   1133.0000;   -384.0000;   -206.0000;;;;;      0.0000;      0.0000
      0;3882010144; 9-Oct-2013 04:40:22.000; 9-Oct-2013 04:58:24.000;   -117.0000;    131.0000;    106.0000;    234.0000;;;;;      0.0000;      0.0000
      1;3820259446; 9-Oct-2013 05:31:44.000; 9-Oct-2013 06:31:59.000;     14.0000;    323.0000;    -66.0000;    116.0000;69; 9-Oct-2013 05:28:10.000; 9-Oct-2013 05:20:34.000; 9-Oct-2013 05:36:34.000;    192.0000;     38.4000
      0;3820255433; 9-Oct-2013 07:56:35.000; 9-Oct-2013 08:57:15.000;    170.0000;    294.0000;    -40.0000;     86.0000;;;;;      0.0000;      0.0000
      0;3820259446; 9-Oct-2013 09:35:44.000; 9-Oct-2013 10:35:59.000;     95.0000;    404.0000;    -65.0000;    117.0000;;;;;      0.0000;      0.0000
      0;3800259146; 9-Oct-2013 13:10:01.000; 9-Oct-2013 14:09:57.000;   -154.0000;    154.0000;    858.0000;   1038.0000;;;;;      0.0000;      0.0000
      0;3820012146; 9-Oct-2013 16:56:07.000; 9-Oct-2013 20:26:53.000;    377.0000;    585.0000;    196.0000;    375.0000;;;;;      0.0000;      0.0000
      0;3820012146; 9-Oct-2013 23:26:07.000;10-Oct-2013 02:56:53.000;    358.0000;    667.0000;    193.0000;    375.0000;;;;;      0.0000;      0.0000
      0;3882010144;10-Oct-2013 04:20:22.000;10-Oct-2013 04:38:24.000;    -35.0000;    213.0000;      5.0000;    133.0000;;;;;      0.0000;      0.0000
      0;3820259446;10-Oct-2013 05:00:58.000;10-Oct-2013 06:01:13.000;    213.0000;    522.0000;    -71.0000;    111.0000;;;;;      0.0000;      0.0000
      0;3820259146;10-Oct-2013 10:02:02.000;10-Oct-2013 11:01:40.000;   -154.0000;    154.0000;  -1043.0000;   -861.0000;;;;;      0.0000;      0.0000
      0;3820012146;10-Oct-2013 17:31:07.000;10-Oct-2013 21:01:53.000;      2.0000;    311.0000;    340.0000;    522.0000;;;;;      0.0000;      0.0000
      0;3820113644;10-Oct-2013 23:27:19.000;11-Oct-2013 02:48:02.000;    421.0000;    668.0000;    -20.0000;    104.0000;;;;;      0.0000;      0.0000
      0;3882010144;11-Oct-2013 04:20:22.000;11-Oct-2013 04:38:24.000;     11.0000;    259.0000;     61.0000;    189.0000;;;;;      0.0000;      0.0000
      0;3820259646;11-Oct-2013 05:20:57.000;11-Oct-2013 06:22:17.000;    466.0000;    773.0000;    -31.0000;    151.0000;;;;;      0.0000;      0.0000
      0;3820259646;11-Oct-2013 10:21:27.000;11-Oct-2013 11:22:47.000;    472.0000;    779.0000;    -55.0000;    127.0000;;;;;      0.0000;      0.0000
      1;3820259646;11-Oct-2013 14:00:27.000;11-Oct-2013 15:01:47.000;   -399.0000;    -92.0000;   -386.0000;   -204.0000;303,858,612,760,1059;11-Oct-2013 14:54:46.000,11-Oct-2013 14:14:36.000,11-Oct-2013 14:14:25.000,11-Oct-2013 14:34:36.000,11-Oct-2013 14:54:00.000;11-Oct-2013 12:13:46.000,11-Oct-2013 14:13:12.000,11-Oct-2013 14:13:13.000,11-Oct-2013 14:33:48.000,11-Oct-2013 14:45:00.000;11-Oct-2013 15:36:58.000,11-Oct-2013 14:15:36.000,11-Oct-2013 14:16:01.000,11-Oct-2013 14:37:24.000,11-Oct-2013 14:59:36.000;   -192.0000;   -268.8000
      1;3860257316;11-Oct-2013 16:05:28.000;11-Oct-2013 17:00:19.000;   -314.0000;   -144.0000;   -384.0000;   -204.0000;1068,547,138;11-Oct-2013 16:55:36.000,11-Oct-2013 16:56:01.000,11-Oct-2013 16:57:46.000;11-Oct-2013 16:51:12.000,11-Oct-2013 16:52:49.000,11-Oct-2013 16:56:34.000;11-Oct-2013 17:01:00.000,11-Oct-2013 16:57:01.000,11-Oct-2013 16:58:58.000;   -268.8000;   -268.8000
      1;3820259646;11-Oct-2013 19:34:29.000;11-Oct-2013 20:35:49.000;    592.0000;    899.0000;    455.0000;    637.0000;27; 2-Aug-2013 04:15:10.000; 2-Aug-2013 04:14:22.000;19-Nov-2013 07:37:11.000;    729.6000;    422.4000
      1;3880013646;11-Oct-2013 23:54:49.000;12-Oct-2013 03:29:36.000;   -305.0000;      1.0000;   -378.0000;   -196.0000;903,903,1557,908,827,647,1524,297,693,1541,485,73,262,1326,1348,968,705,43,366,172;11-Oct-2013 23:40:49.000,11-Oct-2013 23:40:49.000,12-Oct-2013 00:23:43.000,12-Oct-2013 00:23:48.000,12-Oct-2013 00:49:48.000,12-Oct-2013 00:50:25.000,12-Oct-2013 00:50:19.000,12-Oct-2013 00:50:44.000,12-Oct-2013 01:58:25.000,12-Oct-2013 01:57:55.000,12-Oct-2013 01:59:08.000,12-Oct-2013 02:01:50.000,12-Oct-2013 02:00:46.000,12-Oct-2013 01:58:00.000,12-Oct-2013 02:42:43.000,12-Oct-2013 02:41:36.000,12-Oct-2013 02:41:25.000,12-Oct-2013 02:41:28.000,12-Oct-2013 02:41:20.000,12-Oct-2013 03:51:50.000;11-Oct-2013 23:00:01.000,11-Oct-2013 23:00:01.000,12-Oct-2013 00:23:07.000,12-Oct-2013 00:23:12.000,12-Oct-2013 00:47:36.000,12-Oct-2013 00:49:01.000,12-Oct-2013 00:49:31.000,12-Oct-2013 00:49:32.000,12-Oct-2013 01:56:37.000,12-Oct-2013 01:56:43.000,12-Oct-2013 01:56:44.000,12-Oct-2013 01:57:02.000,12-Oct-2013 01:57:10.000,12-Oct-2013 01:57:12.000,12-Oct-2013 02:40:19.000,12-Oct-2013 02:40:24.000,12-Oct-2013 02:40:25.000,12-Oct-2013 02:40:52.000,12-Oct-2013 02:40:56.000,12-Oct-2013 02:41:02.000;12-Oct-2013 00:23:01.000,12-Oct-2013 00:23:01.000,12-Oct-2013 00:25:07.000,12-Oct-2013 00:26:00.000,12-Oct-2013 00:56:36.000,12-Oct-2013 00:57:37.000,12-Oct-2013 00:54:07.000,12-Oct-2013 00:54:08.000,12-Oct-2013 02:05:13.000,12-Oct-2013 02:08:08.000,12-Oct-2013 02:07:44.000,12-Oct-2013 02:07:50.000,12-Oct-2013 02:18:58.000,12-Oct-2013 02:04:48.000,12-Oct-2013 02:49:07.000,12-Oct-2013 02:44:24.000,12-Oct-2013 02:45:01.000,12-Oct-2013 02:49:40.000,12-Oct-2013 02:46:32.000,12-Oct-2013 04:29:26.000;   -115.2000;   -268.8000
      0;3882010144;12-Oct-2013 04:20:22.000;12-Oct-2013 04:38:24.000;   -177.0000;     71.0000;    -55.0000;     73.0000;;;;;      0.0000;      0.0000
      0;3860259646;12-Oct-2013 05:02:08.000;12-Oct-2013 06:03:38.000;    602.0000;    909.0000;    -13.0000;    169.0000;;;;;      0.0000;      0.0000
      0;3860259307;12-Oct-2013 06:14:44.000;12-Oct-2013 09:12:16.000;    677.0000;    845.0000;    -10.0000;    168.0000;;;;;      0.0000;      0.0000
      0;3820013446;12-Oct-2013 12:20:28.000;12-Oct-2013 15:52:15.000;    156.0000;    465.0000;   -243.0000;    -61.0000;;;;;      0.0000;      0.0000
      1;3860258246;12-Oct-2013 20:01:44.000;12-Oct-2013 21:01:44.000;   -121.0000;    189.0000;   -347.0000;   -167.0000;59;12-Oct-2013 20:30:34.000;12-Oct-2013 20:13:34.000;12-Oct-2013 20:40:10.000;     38.4000;   -268.8000
      1;3820113644;12-Oct-2013 21:34:49.000;13-Oct-2013 01:29:00.000;    -22.0000;    224.0000;   -324.0000;   -200.0000;53,189,1259,339,504,77,38,484,1241,885,104;12-Oct-2013 21:41:10.000,12-Oct-2013 22:09:34.000,12-Oct-2013 22:21:43.000,12-Oct-2013 22:07:44.000,12-Oct-2013 22:21:49.000,12-Oct-2013 22:18:26.000,12-Oct-2013 22:24:16.000,13-Oct-2013 00:08:13.000,13-Oct-2013 00:08:19.000,13-Oct-2013 00:08:24.000,13-Oct-2013 00:08:22.000;12-Oct-2013 21:35:58.000,12-Oct-2013 22:01:34.000,12-Oct-2013 22:06:55.000,12-Oct-2013 22:06:56.000,12-Oct-2013 22:07:01.000,12-Oct-2013 22:07:26.000,12-Oct-2013 22:07:28.000,13-Oct-2013 00:02:13.000,13-Oct-2013 00:02:31.000,13-Oct-2013 00:02:36.000,13-Oct-2013 00:04:34.000;12-Oct-2013 21:44:46.000,12-Oct-2013 22:30:46.000,12-Oct-2013 22:44:19.000,12-Oct-2013 22:14:56.000,12-Oct-2013 23:10:25.000,12-Oct-2013 22:32:26.000,12-Oct-2013 23:11:16.000,13-Oct-2013 00:13:37.000,13-Oct-2013 00:13:07.000,13-Oct-2013 00:10:24.000,13-Oct-2013 00:11:46.000;     38.4000;   -268.8000
      1;3820259646;13-Oct-2013 01:49:50.000;13-Oct-2013 02:51:10.000;    606.0000;    913.0000;    466.0000;    648.0000;27; 2-Aug-2013 04:15:10.000; 2-Aug-2013 04:14:22.000;19-Nov-2013 07:37:11.000;    729.6000;    422.4000
      0;3882010144;13-Oct-2013 04:00:22.000;13-Oct-2013 04:18:24.000;   -208.0000;     40.0000;    136.0000;    264.0000;;;;;      0.0000;      0.0000
      0;3821104045;13-Oct-2013 04:29:43.000;13-Oct-2013 04:32:33.000;   -148.0000;    142.0000;    -91.0000;     89.0000;;;;;      0.0000;      0.0000
      0;3820013446;13-Oct-2013 23:27:28.000;14-Oct-2013 02:59:15.000;   -272.0000;     36.0000;   -139.0000;     39.0000;;;;;      0.0000;      0.0000
      0;3882010144;14-Oct-2013 04:20:22.000;14-Oct-2013 04:38:24.000;   -112.0000;    136.0000;    -49.0000;     79.0000;;;;;      0.0000;      0.0000
      0;3860258246;14-Oct-2013 05:09:44.000;14-Oct-2013 06:09:44.000;   -203.0000;    107.0000;   -540.0000;   -360.0000;;;;;      0.0000;      0.0000
      0;3860257107;14-Oct-2013 11:39:41.000;14-Oct-2013 15:04:19.000;   -982.0000;   -814.0000;    248.0000;    427.0000;;;;;      0.0000;      0.0000
      0;3820263604;14-Oct-2013 22:22:49.000;15-Oct-2013 02:50:56.000;    576.0000;    742.0000;     -8.0000;    174.0000;;;;;      0.0000;      0.0000
      0;3882010144;15-Oct-2013 04:20:22.000;15-Oct-2013 04:38:24.000;      8.0000;    256.0000;    -65.0000;     63.0000;;;;;      0.0000;      0.0000
      1;3860258246;15-Oct-2013 05:24:44.000;15-Oct-2013 08:24:45.000;    388.0000;    696.0000;   -324.0000;   -145.0000;77;15-Oct-2013 05:51:58.000;15-Oct-2013 05:43:58.000;15-Oct-2013 06:02:22.000;    576.0000;   -268.8000
      0;3820256218;15-Oct-2013 11:54:28.000;15-Oct-2013 16:02:14.000;   -645.0000;   -522.0000;    207.0000;    332.0000;;;;;      0.0000;      0.0000
      0;3882010144;16-Oct-2013 04:20:24.000;16-Oct-2013 04:38:26.000;   -123.0000;    123.0000;    -65.0000;     59.0000;;;;;      0.0000;      0.0000
      0;3820013446;16-Oct-2013 05:10:30.000;16-Oct-2013 08:42:17.000;   -578.0000;   -269.0000;    166.0000;    345.0000;;;;;      0.0000;      0.0000
      0;3860259407;16-Oct-2013 09:07:38.000;16-Oct-2013 10:22:39.000;   -503.0000;   -336.0000;    149.0000;    323.0000;;;;;      0.0000;      0.0000
      0;3823257117;16-Oct-2013 11:04:43.000;16-Oct-2013 13:00:35.000;   -790.0000;   -724.0000;    500.0000;    566.0000;;;;;      0.0000;      0.0000
      0;3820261104;16-Oct-2013 13:20:00.000;16-Oct-2013 15:24:37.000;    906.0000;   1074.0000;     46.0000;    225.0000;;;;;      0.0000;      0.0000
      0;3823259102;16-Oct-2013 18:08:24.000;16-Oct-2013 20:51:33.000;    780.0000;    840.0000;   -215.0000;   -149.0000;;;;;      0.0000;      0.0000
      0;3820009402;16-Oct-2013 21:32:46.000;16-Oct-2013 22:29:11.000;    660.0000;    720.0000;    653.0000;    719.0000;;;;;      0.0000;      0.0000
      1;3820013446;16-Oct-2013 23:10:30.000;17-Oct-2013 02:42:17.000;    659.0000;    843.0000;   -270.0000;    -91.0000;102,65,59,77,88,71,275;16-Oct-2013 23:27:46.000,17-Oct-2013 00:49:10.000,17-Oct-2013 00:56:58.000,17-Oct-2013 01:09:34.000,17-Oct-2013 01:30:10.000,17-Oct-2013 01:53:22.000,17-Oct-2013 03:29:10.000;16-Oct-2013 23:14:34.000,17-Oct-2013 00:47:22.000,17-Oct-2013 00:55:58.000,17-Oct-2013 01:03:22.000,17-Oct-2013 01:25:46.000,17-Oct-2013 01:51:22.000,17-Oct-2013 02:32:34.000;16-Oct-2013 23:40:22.000,17-Oct-2013 00:50:22.000,17-Oct-2013 01:01:22.000,17-Oct-2013 01:17:58.000,17-Oct-2013 01:34:22.000,17-Oct-2013 01:57:46.000,17-Oct-2013 03:53:34.000;    729.6000;   -192.0000
      0;3882010144;17-Oct-2013 04:20:24.000;17-Oct-2013 04:38:26.000;   -124.0000;    124.0000;    -66.0000;     62.0000;;;;;      0.0000;      0.0000
      0;3880013447;17-Oct-2013 06:10:22.000;17-Oct-2013 07:01:43.000;     87.0000;    288.0000;    729.0000;    908.0000;;;;;      0.0000;      0.0000
      0;3820013446;17-Oct-2013 07:15:30.000;17-Oct-2013 10:47:17.000;    421.0000;    730.0000;   -545.0000;   -363.0000;;;;;      0.0000;      0.0000
      0;3820013446;17-Oct-2013 13:40:30.000;17-Oct-2013 17:12:17.000;    284.0000;    592.0000;    508.0000;    687.0000;;;;;      0.0000;      0.0000
      0;3880013447;17-Oct-2013 18:40:22.000;17-Oct-2013 19:31:43.000;     26.0000;    228.0000;   -145.0000;     37.0000;;;;;      0.0000;      0.0000
      0;3880013447;17-Oct-2013 20:20:22.000;17-Oct-2013 21:11:43.000;    -95.0000;    103.0000;    418.0000;    600.0000;;;;;      0.0000;      0.0000
      0;3882010144;18-Oct-2013 04:20:24.000;18-Oct-2013 04:38:26.000;    -52.0000;    196.0000;   -158.0000;    -30.0000;;;;;      0.0000;      0.0000
      0;3820259646;18-Oct-2013 04:59:29.000;18-Oct-2013 06:00:49.000;   -905.0000;   -598.0000;   -702.0000;   -520.0000;;;;;      0.0000;      0.0000
      0;3820259646;18-Oct-2013 06:39:29.000;18-Oct-2013 07:40:49.000;   -905.0000;   -598.0000;   -702.0000;   -520.0000;;;;;      0.0000;      0.0000
      0;3820013446;18-Oct-2013 09:50:30.000;18-Oct-2013 13:22:17.000;    -28.0000;    280.0000;    370.0000;    552.0000;;;;;      0.0000;      0.0000
      0;3820013446;18-Oct-2013 13:42:56.000;18-Oct-2013 17:14:43.000;   -393.0000;    -85.0000;    155.0000;    334.0000;;;;;      0.0000;      0.0000
      0;3820007403;18-Oct-2013 17:24:22.000;18-Oct-2013 19:30:00.000;   -288.0000;   -168.0000;    187.0000;    312.0000;;;;;      0.0000;      0.0000
      0;3820013446;18-Oct-2013 19:50:30.000;18-Oct-2013 23:22:17.000;   -346.0000;    -37.0000;    161.0000;    343.0000;;;;;      0.0000;      0.0000
      0;3820113644;18-Oct-2013 23:59:51.000;19-Oct-2013 03:20:34.000;   -907.0000;   -660.0000;   -692.0000;   -568.0000;;;;;      0.0000;      0.0000
      0;3882010144;19-Oct-2013 04:20:24.000;19-Oct-2013 04:38:26.000;    -81.0000;    167.0000;   -155.0000;    -27.0000;;;;;      0.0000;      0.0000
      0;3820013446;19-Oct-2013 05:10:30.000;19-Oct-2013 08:42:17.000;  -1029.0000;   -720.0000;   -533.0000;   -351.0000;;;;;      0.0000;      0.0000
      0;3820009446;19-Oct-2013 17:55:46.000;19-Oct-2013 18:56:16.000;   -199.0000;    109.0000;    121.0000;    303.0000;;;;;      0.0000;      0.0000
      0;3820007403;19-Oct-2013 19:29:30.000;19-Oct-2013 20:41:17.000;   -115.0000;      5.0000;    142.0000;    270.0000;;;;;      0.0000;      0.0000
      0;3880013447;19-Oct-2013 22:40:30.000;19-Oct-2013 23:31:51.000;   -357.0000;   -155.0000;   -450.0000;   -268.0000;;;;;      0.0000;      0.0000
      0;3880013447;20-Oct-2013 00:15:30.000;20-Oct-2013 01:06:51.000;    130.0000;    332.0000;   -135.0000;     47.0000;;;;;      0.0000;      0.0000
      0;3844045638;20-Oct-2013 01:42:00.000;20-Oct-2013 03:43:11.000;    765.0000;    915.0000;   -554.0000;   -431.0000;;;;;      0.0000;      0.0000
      0;3882010144;20-Oct-2013 04:40:24.000;20-Oct-2013 04:58:26.000;   -210.0000;     38.0000;   -214.0000;    -86.0000;;;;;      0.0000;      0.0000
      0;3820011446;20-Oct-2013 12:15:00.000;20-Oct-2013 17:48:53.000;    -61.0000;    247.0000;    169.0000;    351.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 18:29:51.000;20-Oct-2013 18:32:01.000;    -84.0000;     84.0000;    -92.0000;     90.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 18:39:11.000;20-Oct-2013 18:41:21.000;    300.0000;    469.0000;    -92.0000;     90.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 18:46:21.000;20-Oct-2013 18:48:31.000;    589.0000;    758.0000;    -92.0000;     90.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 18:53:21.000;20-Oct-2013 18:55:31.000;    830.0000;    999.0000;    -92.0000;     90.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 19:00:11.000;20-Oct-2013 19:02:21.000;    878.0000;   1047.0000;    -92.0000;     90.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 19:07:11.000;20-Oct-2013 19:09:21.000;    926.0000;   1095.0000;    -92.0000;     90.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 19:14:01.000;20-Oct-2013 19:16:11.000;    975.0000;   1144.0000;    -92.0000;     90.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 19:21:11.000;20-Oct-2013 19:23:21.000;   1023.0000;   1192.0000;    -92.0000;     90.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 19:50:31.000;20-Oct-2013 19:52:41.000;   1072.0000;   1238.0000;    -91.0000;     87.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 19:59:31.000;20-Oct-2013 20:01:41.000;    187.0000;    356.0000;    180.0000;    362.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 20:06:41.000;20-Oct-2013 20:08:51.000;    392.0000;    561.0000;    385.0000;    567.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 20:13:51.000;20-Oct-2013 20:16:01.000;    562.0000;    731.0000;    555.0000;    737.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 20:25:41.000;20-Oct-2013 20:27:51.000;    596.0000;    765.0000;    589.0000;    771.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 20:32:41.000;20-Oct-2013 20:34:51.000;    630.0000;    799.0000;    623.0000;    805.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 20:39:31.000;20-Oct-2013 20:41:41.000;    664.0000;    833.0000;    656.0000;    838.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 20:46:41.000;20-Oct-2013 20:48:51.000;    698.0000;    867.0000;    691.0000;    873.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 20:53:51.000;20-Oct-2013 20:56:01.000;    732.0000;    901.0000;    725.0000;    907.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 21:26:51.000;20-Oct-2013 21:29:01.000;    -84.0000;     84.0000;    582.0000;    764.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 21:33:51.000;20-Oct-2013 21:36:01.000;    -84.0000;     82.0000;    823.0000;   1002.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 21:40:41.000;20-Oct-2013 21:42:51.000;    -84.0000;     84.0000;    871.0000;   1053.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 21:47:51.000;20-Oct-2013 21:50:01.000;    -84.0000;     84.0000;    919.0000;   1101.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 21:55:01.000;20-Oct-2013 21:57:11.000;    -84.0000;     84.0000;    968.0000;   1150.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 22:02:11.000;20-Oct-2013 22:04:21.000;    -84.0000;     84.0000;   1016.0000;   1198.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 22:09:21.000;20-Oct-2013 22:11:31.000;    -84.0000;     84.0000;   1064.0000;   1246.0000;;;;;      0.0000;      0.0000
      0;3880013904;20-Oct-2013 22:18:01.000;20-Oct-2013 22:20:11.000;   -356.0000;   -187.0000;    179.0000;    361.0000;;;;;      0.0000;      0.0000
