#This data file was created by MATCH_IRIS_FOV_FLARE.PRO - P.Higgins
#The SSW LastEvents flares corresponding to each IRIS observation sequence.
#The OBSID corresponds to that in the IRIS_ALLOBS_HEK data file.
#To read this CSV file into IDL, run: IDL> readcol,'iris_allobs_hek_flares.txt',foundmatch,obsid,obstart,obsend,obsx1,obsx2,obsy1,obsy2,flareclass,flarepeak,flarestart,flareend,flarex,flarey,delim=';',comment='#',format='I,A,A,A,D,D,D,D,A,A,A,A,D,D'
#FORMAT; I,A,A,A,D,D,D,D,A,A,A,A,D,D
#FOUNDMATCH;OBSID;OBSTART;OBSEND;OBSX1;OBSX2;OBSY1;OBSY2;FLARECLASS;FLAREPEAK;FLARESTART;FLAREEND;FLAREX;FLAREY
      0;4004009169;17-Sep-2013 22:45:03.000;18-Sep-2013 01:45:03.000;    955.0000;   1016.0000;   -140.0000;    -81.0000;;;;;      0.0000;      0.0000
      0;4182010156;18-Sep-2013 04:13:24.000;18-Sep-2013 04:30:30.000;    -42.0000;    210.0000;    -82.0000;     46.0000;;;;;      0.0000;      0.0000
      0;4004256152;18-Sep-2013 07:39:43.000;18-Sep-2013 07:50:11.000;    -57.0000;    131.0000;     -7.0000;    121.0000;;;;;      0.0000;      0.0000
      0;4003007165;18-Sep-2013 08:00:02.000;18-Sep-2013 11:30:03.000;      9.0000;     65.0000;     28.0000;     87.0000;;;;;      0.0000;      0.0000
      0;4004256152;18-Sep-2013 11:39:54.000;18-Sep-2013 11:50:22.000;     10.0000;    199.0000;    -28.0000;    100.0000;;;;;      0.0000;      0.0000
      0;4004007147;18-Sep-2013 12:19:30.000;18-Sep-2013 13:48:42.000;    904.0000;    969.0000;   -161.0000;    -93.0000;;;;;      0.0000;      0.0000
      0;4004256156;18-Sep-2013 14:09:43.000;18-Sep-2013 14:20:11.000;   -107.0000;    145.0000;   -162.0000;    -34.0000;;;;;      0.0000;      0.0000
      0;4004256156;18-Sep-2013 16:05:37.000;18-Sep-2013 16:16:05.000;    -87.0000;    165.0000;   -157.0000;    -29.0000;;;;;      0.0000;      0.0000
      0;4004256152;18-Sep-2013 16:35:43.000;18-Sep-2013 16:46:11.000;    230.0000;    419.0000;   -239.0000;   -111.0000;;;;;      0.0000;      0.0000
      0;4003005068;18-Sep-2013 16:55:56.000;18-Sep-2013 18:55:29.000;    299.0000;    357.0000;   -202.0000;   -143.0000;;;;;      0.0000;      0.0000
      0;4004256152;18-Sep-2013 19:05:20.000;18-Sep-2013 19:15:48.000;    252.0000;    441.0000;   -237.0000;   -109.0000;;;;;      0.0000;      0.0000
      0;4004004140;18-Sep-2013 23:19:37.000;19-Sep-2013 00:36:25.000;     28.0000;    222.0000;   -186.0000;     -4.0000;;;;;      0.0000;      0.0000
      0;4182010156;19-Sep-2013 04:12:11.000;19-Sep-2013 04:29:17.000;   -314.0000;    -66.0000;   -243.0000;   -118.0000;;;;;      0.0000;      0.0000
      0;4004256152;19-Sep-2013 07:57:03.000;19-Sep-2013 08:07:31.000;   -120.0000;     68.0000;    190.0000;    318.0000;;;;;      0.0000;      0.0000
      0;4004007147;19-Sep-2013 08:16:42.000;19-Sep-2013 12:13:44.000;    -53.0000;     11.0000;    215.0000;    283.0000;;;;;      0.0000;      0.0000
      0;4004256152;19-Sep-2013 12:22:55.000;19-Sep-2013 12:33:23.000;    -71.0000;    117.0000;    186.0000;    314.0000;;;;;      0.0000;      0.0000
      0;4003004165;19-Sep-2013 13:59:03.000;19-Sep-2013 19:00:12.000;    206.0000;    262.0000;   -128.0000;    -69.0000;;;;;      0.0000;      0.0000
      0;4004256152;19-Sep-2013 19:53:03.000;19-Sep-2013 20:03:31.000;    225.0000;    414.0000;   -155.0000;    -27.0000;;;;;      0.0000;      0.0000
      0;4202100004;19-Sep-2013 23:41:47.000;20-Sep-2013 03:01:47.000;   -763.0000;   -589.0000;    594.0000;    776.0000;;;;;      0.0000;      0.0000
      0;4182010156;20-Sep-2013 04:19:11.000;20-Sep-2013 04:36:17.000;    -72.0000;    180.0000;   -198.0000;    -70.0000;;;;;      0.0000;      0.0000
      0;4004256157;20-Sep-2013 07:36:29.000;20-Sep-2013 07:47:01.000;     27.0000;    326.0000;    200.0000;    382.0000;;;;;      0.0000;      0.0000
      0;4004007169;20-Sep-2013 07:56:12.000;20-Sep-2013 10:56:13.000;    149.0000;    210.0000;    259.0000;    318.0000;;;;;      0.0000;      0.0000
      0;4183256145;20-Sep-2013 14:31:40.000;20-Sep-2013 15:04:58.000;   -297.0000;     15.0000;    778.0000;    960.0000;;;;;      0.0000;      0.0000
      0;4003004168;20-Sep-2013 16:58:46.000;20-Sep-2013 20:09:53.000;    470.0000;    528.0000;   -110.0000;    -51.0000;;;;;      0.0000;      0.0000
      0;4004256157;20-Sep-2013 20:44:03.000;20-Sep-2013 20:54:35.000;    377.0000;    676.0000;   -169.0000;     13.0000;;;;;      0.0000;      0.0000
      0;4202100004;20-Sep-2013 22:21:47.000;21-Sep-2013 01:41:47.000;    -92.0000;     82.0000;    869.0000;   1051.0000;;;;;      0.0000;      0.0000
      0;4182010156;21-Sep-2013 04:19:11.000;21-Sep-2013 04:36:17.000;    110.0000;    362.0000;   -227.0000;    -99.0000;;;;;      0.0000;      0.0000
      0;4004258156;21-Sep-2013 07:29:29.000;21-Sep-2013 07:48:29.000;    244.0000;    496.0000;    206.0000;    334.0000;;;;;      0.0000;      0.0000
      0;4004007147;21-Sep-2013 08:01:03.000;21-Sep-2013 11:00:44.000;    327.0000;    392.0000;    228.0000;    296.0000;;;;;      0.0000;      0.0000
      0;4004258156;21-Sep-2013 11:09:55.000;21-Sep-2013 11:19:25.000;    251.0000;    503.0000;    206.0000;    334.0000;;;;;      0.0000;      0.0000
      0;4004004152;21-Sep-2013 14:31:37.000;21-Sep-2013 15:18:17.000;   -507.0000;   -318.0000;   -413.0000;   -285.0000;;;;;      0.0000;      0.0000
      0;4004254152;21-Sep-2013 16:11:03.000;21-Sep-2013 16:17:15.000;    577.0000;    766.0000;   -128.0000;      0.0000;;;;;      0.0000;      0.0000
      0;4003004165;21-Sep-2013 16:30:42.000;21-Sep-2013 18:32:19.000;    659.0000;    715.0000;    -95.0000;    -36.0000;;;;;      0.0000;      0.0000
      0;4004254152;21-Sep-2013 18:41:30.000;21-Sep-2013 18:47:42.000;    593.0000;    782.0000;   -128.0000;      0.0000;;;;;      0.0000;      0.0000
      0;4004004169;21-Sep-2013 22:49:37.000;22-Sep-2013 03:04:26.000;   -392.0000;   -331.0000;   -420.0000;   -361.0000;;;;;      0.0000;      0.0000
      0;4182010156;22-Sep-2013 04:14:11.000;22-Sep-2013 04:31:17.000;    314.0000;    566.0000;   -211.0000;    -83.0000;;;;;      0.0000;      0.0000
      0;4004258156;22-Sep-2013 06:49:55.000;22-Sep-2013 07:08:55.000;    395.0000;    647.0000;    219.0000;    347.0000;;;;;      0.0000;      0.0000
      0;4004007147;22-Sep-2013 07:34:30.000;22-Sep-2013 11:04:31.000;    505.0000;    570.0000;    249.0000;    317.0000;;;;;      0.0000;      0.0000
      0;4004258156;22-Sep-2013 11:14:34.000;22-Sep-2013 11:33:34.000;    423.0000;    669.0000;    222.0000;    346.0000;;;;;      0.0000;      0.0000
      0;4003259152;22-Sep-2013 13:10:03.000;22-Sep-2013 13:29:04.000;    -94.0000;     94.0000;    898.0000;   1026.0000;;;;;      0.0000;      0.0000
      0;4004009447;22-Sep-2013 13:55:34.000;22-Sep-2013 14:40:19.000;    -33.0000;     29.0000;    929.0000;    997.0000;;;;;      0.0000;      0.0000
      0;4004009465;22-Sep-2013 15:02:44.000;22-Sep-2013 15:47:41.000;    -29.0000;     25.0000;    933.0000;    992.0000;;;;;      0.0000;      0.0000
      0;4004254152;22-Sep-2013 16:39:03.000;22-Sep-2013 16:45:15.000;   -707.0000;   -518.0000;    -20.0000;    108.0000;;;;;      0.0000;      0.0000
      0;4003004165;22-Sep-2013 16:58:42.000;22-Sep-2013 19:06:06.000;   -639.0000;   -583.0000;     18.0000;     77.0000;;;;;      0.0000;      0.0000
      0;4004006147;22-Sep-2013 20:09:30.000;22-Sep-2013 22:10:46.000;   -565.0000;   -500.0000;    303.0000;    371.0000;;;;;      0.0000;      0.0000
      0;4004009465;23-Sep-2013 00:09:46.000;23-Sep-2013 00:54:43.000;   -990.0000;   -935.0000;    -31.0000;     27.0000;;;;;      0.0000;      0.0000
      0;4004009465;23-Sep-2013 01:04:42.000;23-Sep-2013 01:49:39.000;   -990.0000;   -935.0000;    -31.0000;     27.0000;;;;;      0.0000;      0.0000
      0;4004009465;23-Sep-2013 01:59:46.000;23-Sep-2013 02:44:43.000;   -986.0000;   -931.0000;    -31.0000;     27.0000;;;;;      0.0000;      0.0000
      0;4004009168;23-Sep-2013 04:40:03.000;23-Sep-2013 05:40:03.000;    793.0000;    851.0000;   -531.0000;   -472.0000;;;;;      0.0000;      0.0000
      0;4004256152;23-Sep-2013 06:49:43.000;23-Sep-2013 07:00:11.000;    -93.0000;     95.0000;    -66.0000;     62.0000;;;;;      0.0000;      0.0000
      0;4003006147;23-Sep-2013 07:09:49.000;23-Sep-2013 12:05:37.000;    -31.0000;     33.0000;    -35.0000;     33.0000;;;;;      0.0000;      0.0000
      0;4004256152;23-Sep-2013 12:15:28.000;23-Sep-2013 12:25:56.000;    -58.0000;    130.0000;    -65.0000;     61.0000;;;;;      0.0000;      0.0000
      0;4003259152;23-Sep-2013 12:40:03.000;23-Sep-2013 12:59:04.000;    869.0000;   1058.0000;    -66.0000;     60.0000;;;;;      0.0000;      0.0000
      0;4004009447;23-Sep-2013 13:08:59.000;23-Sep-2013 13:54:03.000;    933.0000;    996.0000;    -36.0000;     32.0000;;;;;      0.0000;      0.0000
      0;4004009465;23-Sep-2013 14:03:58.000;23-Sep-2013 14:48:55.000;    937.0000;    992.0000;    -31.0000;     27.0000;;;;;      0.0000;      0.0000
      0;4004009465;23-Sep-2013 14:58:50.000;23-Sep-2013 15:53:30.000;    933.0000;    988.0000;    -31.0000;     27.0000;;;;;      0.0000;      0.0000
      0;4003259152;23-Sep-2013 16:03:42.000;23-Sep-2013 16:13:12.000;    865.0000;   1054.0000;    -66.0000;     62.0000;;;;;      0.0000;      0.0000
      0;4004254152;23-Sep-2013 16:39:03.000;23-Sep-2013 16:45:15.000;   -523.0000;   -334.0000;    -29.0000;     99.0000;;;;;      0.0000;      0.0000
      1;4003004165;23-Sep-2013 16:54:26.000;23-Sep-2013 19:25:00.000;   -459.0000;   -403.0000;     -5.0000;     53.0000;28;23-Sep-2013 17:54:58.000;23-Sep-2013 17:50:10.000;23-Sep-2013 18:00:34.000;   -499.2000;     38.4000
      0;4004254152;23-Sep-2013 19:34:11.000;23-Sep-2013 19:40:23.000;   -500.0000;   -311.0000;    -42.0000;     84.0000;;;;;      0.0000;      0.0000
      1;4003004165;23-Sep-2013 21:09:37.000;23-Sep-2013 22:30:41.000;   -527.0000;   -471.0000;     18.0000;     77.0000;62,487,410;23-Sep-2013 22:39:58.000,23-Sep-2013 22:29:12.000,23-Sep-2013 22:29:13.000;23-Sep-2013 22:27:46.000,23-Sep-2013 22:28:00.000,23-Sep-2013 22:28:01.000;23-Sep-2013 22:50:58.000,23-Sep-2013 22:30:24.000,23-Sep-2013 22:30:13.000;   -422.4000;     38.4000
      0;4004009465;24-Sep-2013 01:06:21.000;24-Sep-2013 01:51:18.000;    -29.0000;     25.0000;    929.0000;    988.0000;;;;;      0.0000;      0.0000
      0;4182010156;24-Sep-2013 04:20:24.000;24-Sep-2013 04:37:30.000;   -127.0000;    115.0000;    -66.0000;     60.0000;;;;;      0.0000;      0.0000
      0;4000254145;24-Sep-2013 05:09:45.000;24-Sep-2013 05:29:12.000;   -488.0000;   -182.0000;     -5.0000;    175.0000;;;;;      0.0000;      0.0000
      0;4000004167;24-Sep-2013 07:54:35.000;24-Sep-2013 11:11:29.000;   -275.0000;   -219.0000;     10.0000;     69.0000;;;;;      0.0000;      0.0000
      0;4000254145;24-Sep-2013 11:44:43.000;24-Sep-2013 12:04:10.000;   -422.0000;   -109.0000;     -8.0000;    174.0000;;;;;      0.0000;      0.0000
      0;4003259469;24-Sep-2013 12:14:02.000;24-Sep-2013 15:12:52.000;    768.0000;    828.0000;    543.0000;    602.0000;;;;;      0.0000;      0.0000
      0;4000254145;24-Sep-2013 15:39:43.000;24-Sep-2013 15:59:10.000;   -423.0000;   -180.0000;    -26.0000;    154.0000;;;;;      0.0000;      0.0000
      1;4000254167;24-Sep-2013 16:09:35.000;24-Sep-2013 17:41:57.000;   -288.0000;   -232.0000;     36.0000;     95.0000;46;24-Sep-2013 17:12:22.000;24-Sep-2013 17:08:10.000;24-Sep-2013 17:15:10.000;   -268.8000;     38.4000
      0;4000008153;24-Sep-2013 18:40:01.000;24-Sep-2013 18:59:04.000;   -555.0000;   -255.0000;    430.0000;    612.0000;;;;;      0.0000;      0.0000
      0;4000008153;24-Sep-2013 19:10:01.000;24-Sep-2013 19:29:04.000;   -433.0000;   -133.0000;    564.0000;    746.0000;;;;;      0.0000;      0.0000
      0;4000008153;24-Sep-2013 19:39:13.000;24-Sep-2013 19:58:16.000;   -412.0000;   -112.0000;    449.0000;    631.0000;;;;;      0.0000;      0.0000
      0;4000008153;24-Sep-2013 19:40:24.000;24-Sep-2013 19:58:16.000;   -406.0000;   -122.0000;    447.0000;    628.0000;;;;;      0.0000;      0.0000
      0;4000008153;24-Sep-2013 20:08:25.000;24-Sep-2013 20:27:28.000;   -310.0000;    -10.0000;    446.0000;    628.0000;;;;;      0.0000;      0.0000
      0;4000007147;24-Sep-2013 22:39:36.000;25-Sep-2013 00:47:02.000;   -811.0000;   -746.0000;    538.0000;    606.0000;;;;;      0.0000;      0.0000
      1;4182010156;25-Sep-2013 04:30:22.000;25-Sep-2013 04:47:28.000;   -125.0000;    127.0000;    -66.0000;     62.0000;41;25-Sep-2013 04:40:22.000;25-Sep-2013 04:37:46.000;25-Sep-2013 04:43:46.000;   -115.2000;     38.4000
      0;4000254145;25-Sep-2013 06:39:43.000;25-Sep-2013 06:59:10.000;   -240.0000;     72.0000;    -15.0000;    167.0000;;;;;      0.0000;      0.0000
      1;4000004167;25-Sep-2013 08:09:43.000;25-Sep-2013 10:05:32.000;    -76.0000;    -20.0000;     10.0000;     69.0000;33,37;25-Sep-2013 08:39:34.000,25-Sep-2013 09:29:58.000;25-Sep-2013 08:37:22.000,25-Sep-2013 09:29:10.000;25-Sep-2013 08:47:10.000,25-Sep-2013 09:31:58.000;    -38.4000;     38.4000
      0;4000254145;25-Sep-2013 11:09:43.000;25-Sep-2013 11:29:10.000;   -207.0000;    105.0000;    -13.0000;    169.0000;;;;;      0.0000;      0.0000
      0;4000001147;25-Sep-2013 12:40:02.000;25-Sep-2013 14:39:39.000;   -862.0000;   -797.0000;    233.0000;    301.0000;;;;;      0.0000;      0.0000
      0;4202100004;25-Sep-2013 16:02:44.000;25-Sep-2013 19:22:44.000;  -1052.0000;   -878.0000;   -101.0000;     81.0000;;;;;      0.0000;      0.0000
      0;4202100004;26-Sep-2013 00:28:54.000;26-Sep-2013 03:45:34.000;    -84.0000;     90.0000;    866.0000;   1048.0000;;;;;      0.0000;      0.0000
      0;4182010156;26-Sep-2013 04:40:24.000;26-Sep-2013 04:57:30.000;    -32.0000;    220.0000;   -240.0000;   -112.0000;;;;;      0.0000;      0.0000
      0;4000254145;26-Sep-2013 05:59:43.000;26-Sep-2013 06:58:04.000;    -25.0000;    287.0000;     -9.0000;    173.0000;;;;;      0.0000;      0.0000
      1;4000004167;26-Sep-2013 07:59:35.000;26-Sep-2013 10:53:19.000;    139.0000;    190.0000;     12.0000;     68.0000;41;26-Sep-2013 09:24:34.000;26-Sep-2013 09:22:46.000;26-Sep-2013 09:27:58.000;    115.2000;     38.4000
      0;4000254145;26-Sep-2013 11:09:43.000;26-Sep-2013 11:29:10.000;     22.0000;    335.0000;     -5.0000;    177.0000;;;;;      0.0000;      0.0000
      0;4202400003;26-Sep-2013 13:40:02.000;26-Sep-2013 13:57:18.000;    305.0000;    477.0000;   -270.0000;    -88.0000;;;;;      0.0000;      0.0000
      1;4202400003;26-Sep-2013 14:10:02.000;26-Sep-2013 14:27:18.000;    131.0000;    303.0000;     62.0000;    244.0000;47;26-Sep-2013 14:16:34.000;26-Sep-2013 14:07:34.000;26-Sep-2013 14:32:34.000;    192.0000;     38.4000
      0;4000008153;26-Sep-2013 16:50:01.000;26-Sep-2013 17:28:08.000;    266.0000;    566.0000;   -275.0000;    -93.0000;;;;;      0.0000;      0.0000
      0;4000008153;26-Sep-2013 18:30:01.000;26-Sep-2013 19:08:08.000;    276.0000;    576.0000;   -292.0000;   -110.0000;;;;;      0.0000;      0.0000
      0;4002258147;26-Sep-2013 20:09:36.000;27-Sep-2013 00:37:23.000;    419.0000;    484.0000;   -238.0000;   -170.0000;;;;;      0.0000;      0.0000
      0;4182010156;27-Sep-2013 04:45:22.000;27-Sep-2013 05:02:28.000;    -93.0000;    159.0000;   -212.0000;    -84.0000;;;;;      0.0000;      0.0000
      0;3800254046;27-Sep-2013 05:24:32.000;27-Sep-2013 05:48:21.000;    174.0000;    484.0000;    -19.0000;    161.0000;;;;;      0.0000;      0.0000
      0;4000254145;27-Sep-2013 06:24:43.000;27-Sep-2013 06:44:10.000;    174.0000;    487.0000;    -27.0000;    155.0000;;;;;      0.0000;      0.0000
      0;3840113644;27-Sep-2013 06:59:49.000;27-Sep-2013 07:33:08.000;    237.0000;    482.0000;     14.0000;    137.0000;;;;;      0.0000;      0.0000
      1;3840113644;27-Sep-2013 12:59:49.000;27-Sep-2013 13:33:08.000;    282.0000;    527.0000;     14.0000;    137.0000;47;27-Sep-2013 12:53:46.000;27-Sep-2013 12:50:34.000;27-Sep-2013 13:07:10.000;    345.6000;     38.4000
      0;4000255156;27-Sep-2013 14:09:43.000;27-Sep-2013 14:15:56.000;    349.0000;    601.0000;     14.0000;    142.0000;;;;;      0.0000;      0.0000
      0;4000251147;27-Sep-2013 15:10:02.000;27-Sep-2013 17:06:13.000;    444.0000;    504.0000;     51.0000;    117.0000;;;;;      0.0000;      0.0000
      0;4003005147;27-Sep-2013 19:31:10.000;27-Sep-2013 19:55:54.000;    483.0000;    543.0000;     50.0000;    118.0000;;;;;      0.0000;      0.0000
      0;4182010156;28-Sep-2013 04:20:22.000;28-Sep-2013 04:37:28.000;   -125.0000;    127.0000;    -66.0000;     62.0000;;;;;      0.0000;      0.0000
      0;4000255145;28-Sep-2013 07:29:43.000;28-Sep-2013 07:49:19.000;   -157.0000;    155.0000;    869.0000;   1051.0000;;;;;      0.0000;      0.0000
      0;3824007411;28-Sep-2013 07:59:36.000;28-Sep-2013 12:10:52.000;    -36.0000;     26.0000;    941.0000;   1009.0000;;;;;      0.0000;      0.0000
      0;4000255145;28-Sep-2013 13:39:43.000;28-Sep-2013 13:59:19.000;   -157.0000;    155.0000;    869.0000;   1051.0000;;;;;      0.0000;      0.0000
      0;4000251147;28-Sep-2013 16:00:02.000;28-Sep-2013 17:35:06.000;    601.0000;    666.0000;     46.0000;    114.0000;;;;;      0.0000;      0.0000
      0;3840113644;29-Sep-2013 00:09:49.000;29-Sep-2013 00:43:08.000;    508.0000;    753.0000;    141.0000;    264.0000;;;;;      0.0000;      0.0000
      0;3840113644;29-Sep-2013 00:54:49.000;29-Sep-2013 01:28:08.000;    568.0000;    813.0000;    141.0000;    264.0000;;;;;      0.0000;      0.0000
      0;3840113644;29-Sep-2013 01:54:49.000;29-Sep-2013 02:28:08.000;    508.0000;    753.0000;     89.0000;    212.0000;;;;;      0.0000;      0.0000
      0;3840113644;29-Sep-2013 02:39:49.000;29-Sep-2013 03:13:08.000;    568.0000;    813.0000;     89.0000;    212.0000;;;;;      0.0000;      0.0000
      0;4182010156;29-Sep-2013 04:10:22.000;29-Sep-2013 04:27:28.000;   -126.0000;    122.0000;    -65.0000;     59.0000;;;;;      0.0000;      0.0000
      0;4000257447;29-Sep-2013 05:29:28.000;29-Sep-2013 06:20:05.000;    -30.0000;     32.0000;    930.0000;    998.0000;;;;;      0.0000;      0.0000
      0;4000255145;29-Sep-2013 07:19:43.000;29-Sep-2013 07:39:19.000;   -157.0000;    155.0000;    869.0000;   1051.0000;;;;;      0.0000;      0.0000
      0;3824007411;29-Sep-2013 07:59:36.000;29-Sep-2013 10:59:05.000;    -36.0000;     26.0000;    941.0000;   1009.0000;;;;;      0.0000;      0.0000
      0;3840113644;29-Sep-2013 13:39:49.000;29-Sep-2013 14:46:27.000;    637.0000;    884.0000;     46.0000;    169.0000;;;;;      0.0000;      0.0000
      0;4000251147;29-Sep-2013 15:40:02.000;29-Sep-2013 17:04:32.000;    742.0000;    807.0000;     60.0000;    128.0000;;;;;      0.0000;      0.0000
      0;4182010156;29-Sep-2013 23:50:22.000;30-Sep-2013 00:07:28.000;   -125.0000;    127.0000;    -66.0000;     62.0000;;;;;      0.0000;      0.0000
      0;4000255145;30-Sep-2013 07:09:43.000;30-Sep-2013 07:29:19.000;   -157.0000;    155.0000;    869.0000;   1051.0000;;;;;      0.0000;      0.0000
      0;3824007411;30-Sep-2013 07:54:36.000;30-Sep-2013 10:54:05.000;    -36.0000;     26.0000;    941.0000;   1009.0000;;;;;      0.0000;      0.0000
      0;3821104045;30-Sep-2013 11:21:30.000;30-Sep-2013 11:24:20.000;   -151.0000;    139.0000;    -81.0000;     99.0000;;;;;      0.0000;      0.0000
      0;4182010156; 1-Oct-2013 04:20:24.000; 1-Oct-2013 04:37:30.000;   -125.0000;    127.0000;    -66.0000;     62.0000;;;;;      0.0000;      0.0000
      0;4000255145; 1-Oct-2013 07:11:54.000; 1-Oct-2013 07:25:55.000;  -1056.0000;   -791.0000;    -74.0000;    104.0000;;;;;      0.0000;      0.0000
      0;3824007411; 1-Oct-2013 07:51:39.000; 1-Oct-2013 10:42:09.000;   -989.0000;   -928.0000;    -20.0000;     46.0000;;;;;      0.0000;      0.0000
      0;4000255145; 1-Oct-2013 11:12:43.000; 1-Oct-2013 11:32:19.000;    792.0000;   1105.0000;    -92.0000;     90.0000;;;;;      0.0000;      0.0000
      0;3840113644; 1-Oct-2013 11:42:08.000; 1-Oct-2013 12:48:46.000;    809.0000;   1056.0000;     65.0000;    188.0000;;;;;      0.0000;      0.0000
      0;3860259303; 1-Oct-2013 13:45:42.000; 1-Oct-2013 21:30:24.000;    893.0000;   1013.0000;     52.0000;    178.0000;;;;;      0.0000;      0.0000
      0;3840113644; 1-Oct-2013 21:57:52.000; 2-Oct-2013 03:31:03.000;    833.0000;   1080.0000;     51.0000;    174.0000;;;;;      0.0000;      0.0000
      0;4182010156; 2-Oct-2013 04:20:24.000; 2-Oct-2013 04:37:30.000;   -125.0000;    127.0000;    -66.0000;     62.0000;;;;;      0.0000;      0.0000
      0;3840113644; 2-Oct-2013 05:06:49.000; 2-Oct-2013 06:13:27.000;    573.0000;   1555.0000;    -32.0000;    270.0000;;;;;      0.0000;      0.0000
      0;4000255145; 2-Oct-2013 06:47:20.000; 2-Oct-2013 07:06:56.000;   -160.0000;    146.0000;    997.0000;   1175.0000;;;;;      0.0000;      0.0000
      0;3824007411; 2-Oct-2013 07:16:40.000; 2-Oct-2013 11:13:35.000;    -36.0000;     26.0000;    917.0000;    985.0000;;;;;      0.0000;      0.0000
      0;4000255145; 2-Oct-2013 11:40:03.000; 2-Oct-2013 11:59:39.000;   -155.0000;    157.0000;    858.0000;   1040.0000;;;;;      0.0000;      0.0000
      0;3840113644; 2-Oct-2013 12:09:49.000; 2-Oct-2013 13:16:27.000;  -1084.0000;   -837.0000;   -123.0000;      0.0000;;;;;      0.0000;      0.0000
      0;3860259303; 2-Oct-2013 13:56:49.000; 2-Oct-2013 21:47:42.000;  -1026.0000;   -906.0000;   -123.0000;      3.0000;;;;;      0.0000;      0.0000
      0;3840113644; 2-Oct-2013 22:29:41.000; 3-Oct-2013 03:29:33.000;  -1084.0000;   -837.0000;   -122.0000;      0.0000;;;;;      0.0000;      0.0000
      0;4182010156; 3-Oct-2013 04:20:22.000; 3-Oct-2013 04:37:28.000;    -40.0000;    212.0000;   -101.0000;     27.0000;;;;;      0.0000;      0.0000
      0;3840113644; 3-Oct-2013 05:31:41.000; 3-Oct-2013 06:38:19.000;  -1024.0000;   -777.0000;     26.0000;    149.0000;;;;;      0.0000;      0.0000
      0;4000255145; 3-Oct-2013 07:11:20.000; 3-Oct-2013 07:30:56.000;   -157.0000;    155.0000;    858.0000;   1040.0000;;;;;      0.0000;      0.0000
      0;3824007411; 3-Oct-2013 07:40:40.000; 3-Oct-2013 11:06:10.000;    -36.0000;     26.0000;    917.0000;    985.0000;;;;;      0.0000;      0.0000
      0;4000255145; 3-Oct-2013 11:16:01.000; 3-Oct-2013 11:35:37.000;   -157.0000;    155.0000;    858.0000;   1040.0000;;;;;      0.0000;      0.0000
      0;3840113644; 3-Oct-2013 12:34:41.000; 3-Oct-2013 14:47:57.000;  -1008.0000;   -761.0000;     34.0000;    157.0000;;;;;      0.0000;      0.0000
      1;3860259303; 3-Oct-2013 15:26:18.000; 3-Oct-2013 20:20:36.000;   -875.0000;   -755.0000;     31.0000;    157.0000;116; 3-Oct-2013 20:16:22.000; 3-Oct-2013 19:58:34.000; 3-Oct-2013 20:48:22.000;   -883.2000;    115.2000
      0;3840113644; 4-Oct-2013 00:38:26.000; 4-Oct-2013 01:45:04.000;   -941.0000;   -694.0000;     12.0000;    135.0000;;;;;      0.0000;      0.0000
      1;3840113644; 4-Oct-2013 01:53:52.000; 4-Oct-2013 03:33:49.000;   -935.0000;   -688.0000;     12.0000;    135.0000;200; 4-Oct-2013 03:30:22.000; 4-Oct-2013 03:18:46.000; 4-Oct-2013 03:53:58.000;   -806.4000;    115.2000
      0;4182010156; 4-Oct-2013 04:20:24.000; 4-Oct-2013 04:37:30.000;    -32.0000;    220.0000;     90.0000;    218.0000;;;;;      0.0000;      0.0000
      0;4000255145; 4-Oct-2013 06:00:20.000; 4-Oct-2013 06:19:56.000;   -127.0000;    179.0000;    995.0000;   1173.0000;;;;;      0.0000;      0.0000
      0;3824007402; 4-Oct-2013 06:29:40.000; 4-Oct-2013 10:27:16.000;     12.0000;     72.0000;    921.0000;    987.0000;;;;;      0.0000;      0.0000
      0;4000255145; 4-Oct-2013 10:53:03.000; 4-Oct-2013 11:12:39.000;   -159.0000;    147.0000;    871.0000;   1049.0000;;;;;      0.0000;      0.0000
      0;3820113644; 4-Oct-2013 11:22:30.000; 4-Oct-2013 12:29:24.000;   -890.0000;   -643.0000;    -31.0000;     93.0000;;;;;      0.0000;      0.0000
      0;3820113644; 4-Oct-2013 12:38:12.000; 4-Oct-2013 13:45:06.000;  -1142.0000;   -160.0000;    -97.0000;    143.0000;;;;;      0.0000;      0.0000
      1;3820263646; 4-Oct-2013 15:01:03.000; 4-Oct-2013 18:32:33.000;   -931.0000;   -624.0000;    -58.0000;    124.0000;55; 4-Oct-2013 17:06:58.000; 4-Oct-2013 17:04:10.000; 4-Oct-2013 17:10:10.000;   -729.6000;     38.4000
      0;3844009502; 4-Oct-2013 18:42:08.000; 4-Oct-2013 19:01:03.000;    352.0000;    411.0000;    208.0000;    274.0000;;;;;      0.0000;      0.0000
      0;3844009602; 4-Oct-2013 19:10:38.000; 4-Oct-2013 19:29:33.000;    354.0000;    413.0000;    207.0000;    275.0000;;;;;      0.0000;      0.0000
      0;3844009702; 4-Oct-2013 19:58:57.000; 4-Oct-2013 20:17:32.000;    352.0000;    413.0000;    208.0000;    274.0000;;;;;      0.0000;      0.0000
      0;3860259303; 4-Oct-2013 20:43:58.000; 5-Oct-2013 03:05:01.000;   -785.0000;   -665.0000;     -1.0000;    125.0000;;;;;      0.0000;      0.0000
